lexeme,category,declension,variation,kind,additional_info
curatorius,a1,1,1,POS,XLXEO
curatoricius,a1,1,1,POS,DXXFS
curatoritius,a1,1,1,POS,DXXFS
curius,a1,1,1,POS,BXXFS
curiatus,a1,1,1,POS,XLICO
curiatius,a1,1,1,POS,XLIIO
curionius,a1,1,1,POS,XEXFS
curiosus,a1,1,1,nor,XXXBO
curiosulus,a1,1,1,POS,XXXFO
cursivus,a1,1,1,POS,GGXEK
cursorius,a1,1,1,POS,DXXFS
curtus,a1,1,1,POS,XAXCO
curvus,a1,1,1,POS,XXXBX
curvatus,a1,1,1,POS,XSXDO
curvilineus,a1,1,1,POS,GSXEZ
cutitus,a1,1,1,POS,XXXFO
cyaneus,a1,1,1,POS,XXXNO
cybaeus,a1,1,1,POS,XXXES
cyberneticus,a1,1,1,POS,HSXEK
cybicus,a1,1,1,POS,XSXFO
cycladatus,a1,1,1,POS,XXXFO
cyclicus,a1,1,1,POS,XPXFO
cyclophoreticus,a1,1,1,POS,DXXFS
cycneus,a1,1,1,POS,XAXDO
cylindratus,a1,1,1,POS,XSXNO
cylindricus,a1,1,1,POS,GXXEK
cymbalicus,a1,1,1,POS,DDXFS
cyminatus,a1,1,1,POS,DXXFS
cymininus,a1,1,1,POS,DAXFS
cymosus,a1,1,1,POS,XAXFO
cynicus,a1,1,1,POS,XSXCO
cynosurus,a1,1,1,POS,XBXNO
cyprus,a1,1,1,POS,AXXES
cypreus,a1,1,1,POS,XXXEO
cypressinus,a1,1,1,POS,XAXES
Cyprius,a1,1,1,POS,XXQCO
cyprinus,a1,1,1,POS,XXXEO
Cyrenaeus,a1,1,1,POS,XXXEO
Cyreneus,a1,1,1,POS,EXXEW
dactylicus,a1,1,1,POS,XPXEO
daedalus,a1,1,1,POS,XXXCO
daemoniacus,a1,1,1,POS,DEXDS
daemonicus,a1,1,1,POS,DEXDS
Damascenus,a1,1,1,POS,XXQES
damnatus,a1,1,1,nor,XLXFO
damnaticius,a1,1,1,POS,DLXES
damnatitius,a1,1,1,POS,DLXES
damnatorius,a1,1,1,POS,XLXEO
damnificus,a1,1,1,POS,XXXEO
damnigerulus,a1,1,1,POS,BXXFS
damnosus,a1,1,1,nor,XXXDX
dampnatus,a1,1,1,nor,XLXFO
dampnaticius,a1,1,1,POS,DLXES
dampnatitius,a1,1,1,POS,DLXES
Danicus,a1,1,1,POS,FXXEM
danisticus,a1,1,1,POS,XXXFO
dapaticus,a1,1,1,nor,BXXFS
datarius,a1,1,1,POS,XXXEO
dativus,a1,1,1,POS,XLXCO
deacinatus,a1,1,1,POS,BAXFS
dealbatus,a1,1,1,POS,DXXDS
deauratus,a1,1,1,POS,DXXFE
debitus,a1,1,1,POS,XXXDX
decachordus,a1,1,1,POS,DDXFS
decacordus,a1,1,1,POS,DDXFS
decalicatus,a1,1,1,POS,XXXFO
decalvatus,a1,1,1,POS,DXXFS
decemmodius,a1,1,1,POS,XSXFS
decemplicatus,a1,1,1,POS,XSXES
decemscalmus,a1,1,1,POS,XWXFO
decennius,a1,1,1,POS,DXXFE
deceptorius,a1,1,1,POS,XXXFO
decervicatus,a1,1,1,POS,DXXFS
deciduus,a1,1,1,POS,XXXCO
decimanus,a1,1,1,POS,XWXCO
decimarius,a1,1,1,POS,DLXES
decineratus,a1,1,1,POS,DXXFS
decisivus,a1,1,1,POS,EXXFE
decisorius,a1,1,1,POS,EXXFE
declamatorius,a1,1,1,POS,XGXDO
declarativus,a1,1,1,POS,DXXES
declaratorius,a1,1,1,POS,XXXFE
decoctus,a1,1,1,nor,XXXEO
decompositus,a1,1,1,POS,DGXFS
decorus,a1,1,1,nor,XXXBO
decorativus,a1,1,1,POS,GXXEK
decrepitus,a1,1,1,POS,XXXCO
decretarius,a1,1,1,POS,XLXIO
decretorius,a1,1,1,POS,XXXDO
deculpatus,a1,1,1,POS,XXXFO
decumanus,a1,1,1,POS,XWXCO
decuplus,a1,1,1,POS,DSXFS
decuplatus,a1,1,1,POS,DSXFS
decurionatus,a1,1,1,POS,EXXES
decurtatus,a1,1,1,POS,XGXEO
decurvatus,a1,1,1,POS,DXXFS
dedecorus,a1,1,1,POS,XXXEO
dedecorosus,a1,1,1,nor,XXXES
dedicatus,a1,1,1,nor,XXXEO
dedicativus,a1,1,1,POS,DSXES
dedicatorius,a1,1,1,POS,GXXEK
deditus,a1,1,1,nor,XXXCO
dediticius,a1,1,1,POS,XWXCO
dedititius,a1,1,1,POS,DWXCS
deductus,a1,1,1,nor,XXXDO
deducticius,a1,1,1,POS,XXXIO
deductivus,a1,1,1,POS,DXXFS
deductorius,a1,1,1,POS,DXXES
deebriatus,a1,1,1,POS,DXXES
defaecatus,a1,1,1,nor,DXXFS
defamatus,a1,1,1,nor,XXXFO
defanatus,a1,1,1,POS,DEXES
defarinatus,a1,1,1,POS,DAXFS
defectus,a1,1,1,nor,XXXCO
defectivus,a1,1,1,POS,DXXDS
defeneratus,a1,1,1,POS,DLXES
defensorius,a1,1,1,POS,DXXES
defervefactus,a1,1,1,POS,DXXFS
defessus,a1,1,1,POS,XXXCL
defigurstus,a1,1,1,POS,DGXFS
definitus,a1,1,1,POS,XXXCO
definitivus,a1,1,1,POS,XXXEO
defixus,a1,1,1,POS,XXXFO
defloccatus,a1,1,1,POS,BXXFS
defluus,a1,1,1,POS,XXXEO
deformus,a1,1,1,nor,DXXCS
defrenatus,a1,1,1,POS,XXXFO
defrutarius,a1,1,1,POS,XAXFO
defunctus,a1,1,1,POS,EXXDX
defunctorius,a1,1,1,POS,XXXFO
defututus,a1,1,1,POS,XXXFO
dehonestus,a1,1,1,POS,XXXFO
dehortativus,a1,1,1,POS,DXXES
dehortatorius,a1,1,1,POS,DXXFS
deiferus,a1,1,1,POS,DEXFS
deificus,a1,1,1,POS,FEXFE
deisatus,a1,1,1,POS,XXXIO
dejectus,a1,1,1,POS,XXXCO
dejunctus,a1,1,1,POS,XGXEO
delachrimatorius,a1,1,1,POS,XBXIO
delacrimatorius,a1,1,1,POS,XBXIO
delatorius,a1,1,1,POS,XLXEO
delectus,a1,1,1,POS,XXXCO
delenificus,a1,1,1,POS,XXXEO
delenitorius,a1,1,1,POS,DXXFS
deleticius,a1,1,1,POS,XGXFO
deletitius,a1,1,1,POS,DGXFS
deliberabundus,a1,1,1,POS,XXXEO
deliberatus,a1,1,1,nor,XXXEO
deliberativus,a1,1,1,POS,XXXEO
delibutus,a1,1,1,POS,XXXCO
delicus,a1,1,1,POS,XXXFS
delicatus,a1,1,1,nor,XXXBO
deliciatus,a1,1,1,POS,XTXFO
deliciosus,a1,1,1,POS,DXXCS
delicuus,a1,1,1,POS,DXXEO
deliculus,a1,1,1,POS,DXXFO
delimitus,a1,1,1,POS,XXXNS
delinificus,a1,1,1,POS,XXXES
delinitorius,a1,1,1,POS,DXXFS
deliquus,a1,1,1,POS,DXXEO
delirus,a1,1,1,POS,XXXCO
delotus,a1,1,1,POS,DXXFS
demagogicus,a1,1,1,POS,GXXEK
dematricatus,a1,1,1,POS,DBXFS
demensus,a1,1,1,POS,XXXFO
demersus,a1,1,1,nor,DXXES
deminutus,a1,1,1,POS,DXXFS
deminutivus,a1,1,1,POS,DGXES
demissus,a1,1,1,nor,XXXBO
demissicius,a1,1,1,POS,XXXFO
demissitius,a1,1,1,POS,XXXFS
democraticus,a1,1,1,POS,GXXEK
demographicus,a1,1,1,POS,HSXFE
demonstrativus,a1,1,1,POS,XGXDO
demonstratorius,a1,1,1,POS,XXXFO
demortuus,a1,1,1,POS,BXXFS
demoscopicus,a1,1,1,POS,GXXEK
demugitus,a1,1,1,POS,XXXFO
demulcatus,a1,1,1,POS,DXXFS
demussatus,a1,1,1,POS,DXXES
denarius,a1,1,1,POS,XLXCO
denariarius,a1,1,1,POS,XLXFO
denominativus,a1,1,1,POS,XGXFS
denotatus,a1,1,1,POS,DXXFS
densus,a1,1,1,nor,XXXBO
densativus,a1,1,1,POS,DXXES
dentaneus,a1,1,1,POS,DXXFS
dentarius,a1,1,1,POS,DBXFS
dentatus,a1,1,1,POS,XBXCO
denticulatus,a1,1,1,POS,XXXDO
dentifrangibulus,a1,1,1,POS,XXXFO
denuntiativus,a1,1,1,POS,DXXFS
deoratus,a1,1,1,POS,XXXFO
deparcus,a1,1,1,POS,XXXFO
depauperatus,a1,1,1,POS,FXXEB
depavitus,a1,1,1,POS,DXXFS
dependulus,a1,1,1,POS,XXXFO
depennatus,a1,1,1,POS,DXXFS
deperditus,a1,1,1,POS,XXXEO
depilatus,a1,1,1,POS,XXXEO
depinnatus,a1,1,1,POS,DXXFS
deplexus,a1,1,1,POS,DXXES
deplorabundus,a1,1,1,POS,XXXFO
deploratus,a1,1,1,POS,XXXDO
depontanus,a1,1,1,POS,XXXFO
deportatorius,a1,1,1,POS,DXXFS
depositus,a1,1,1,POS,XXXDO
depositivus,a1,1,1,POS,DXXFS
deprecabundus,a1,1,1,POS,XXXFO
deprecaneus,a1,1,1,POS,DEXFS
deprecativus,a1,1,1,POS,DXXES
deprecatorius,a1,1,1,POS,EEXFS
depressus,a1,1,1,nor,XXXCO
depressivus,a1,1,1,POS,GXXEK
deproperus,a1,1,1,POS,DXXFS
depsticius,a1,1,1,POS,XXXFO
depstitius,a1,1,1,POS,BXXFS
depulsorius,a1,1,1,POS,XXXEO
depuratus,a1,1,1,POS,FEXEF
dequestus,a1,1,1,POS,XXXES
derbiosus,a1,1,1,POS,DBXFS
derectus,a1,1,1,nor,XXXBO
derectiangulus,a1,1,1,POS,DSXFS
derectilineus,a1,1,1,POS,DSXFS
derectivus,a1,1,1,POS,FXXEE
derectorius,a1,1,1,POS,EXXFS
derelictus,a1,1,1,POS,XXXEO
deridiculus,a1,1,1,POS,XXXEO
derisus,a1,1,1,nor,XXXFO
derisorius,a1,1,1,POS,XXXEO
derivativus,a1,1,1,POS,DGXFS
derogatorius,a1,1,1,POS,XXXFO
derosus,a1,1,1,POS,XXXEC
deruptus,a1,1,1,nor,XXXDO
descensorius,a1,1,1,POS,DXXFS
descriptus,a1,1,1,nor,XXXFO
descriptivus,a1,1,1,POS,XXXFS
desertus,a1,1,1,nor,XXXDX
desideratus,a1,1,1,nor,XXXEO
desiderativus,a1,1,1,POS,DGXFS
desidiosus,a1,1,1,nor,XXXCO
designatus,a1,1,1,POS,XLXCO
desitus,a1,1,1,POS,XAXFS
desolatus,a1,1,1,POS,EXXEE
desolatorius,a1,1,1,POS,EXXES
desparatus,a1,1,1,POS,FXXEN
despectus,a1,1,1,POS,XXXDO
desperatus,a1,1,1,nor,XXXCO
despicus,a1,1,1,POS,XXXFO
despicatus,a1,1,1,nor,XXXDO
desponsatus,a1,1,1,POS,DXXFE
dessignatus,a1,1,1,POS,XLXCS
destinatus,a1,1,1,POS,XXXCO
destitutus,a1,1,1,POS,XXXDO
destrictus,a1,1,1,nor,XXXEO
destrictivus,a1,1,1,POS,DXXFS
destructivus,a1,1,1,POS,DXXFS
desuetus,a1,1,1,POS,XXXCO
desultorius,a1,1,1,POS,XDXEO
detractorius,a1,1,1,POS,DXXFS
detrimentosus,a1,1,1,POS,XXXFO
detritus,a1,1,1,POS,XXXFS
deuterius,a1,1,1,POS,XAXNO
deversorius,a1,1,1,POS,XXXEO
devestivus,a1,1,1,POS,XXXFO
devexus,a1,1,1,POS,XXXBO
devius,a1,1,1,POS,XXXBO
devinctus,a1,1,1,nor,XXXDO
devolutivus,a1,1,1,POS,FXXEE
devoratorius,a1,1,1,POS,XXXFS
devotus,a1,1,1,nor,XXXDO
dexteratus,a1,1,1,POS,DXXFS
dextratus,a1,1,1,POS,XTXEO
dius,a1,1,1,POS,XEXDO
diabeticus,a1,1,1,POS,FBXDM
diabolicus,a1,1,1,POS,EEXCS
diaconicus,a1,1,1,POS,EEXES
diadematus,a1,1,1,POS,XLXEO
diadumenus,a1,1,1,POS,XXXEO
diaeteticus,a1,1,1,POS,XBXFS
dialecticus,a1,1,1,POS,XGXCO
Dianarius,a1,1,1,POS,XEXFS
Dianius,a1,1,1,POS,XEXEO
diaphoreticus,a1,1,1,POS,DBXFS
diarius,a1,1,1,POS,FXXDE
diastematicus,a1,1,1,POS,XXXES
diasyrticus,a1,1,1,POS,DXXFS
diatonus,a1,1,1,POS,XTXES
diatonicus,a1,1,1,POS,XTXNO
diatretus,a1,1,1,POS,XXXFO
diatritaeus,a1,1,1,POS,DXXFS
dibaphus,a1,1,1,POS,XXXNO
dicaculus,a1,1,1,POS,XXXFS
dicatus,a1,1,1,POS,XXXDE
dichoneutus,a1,1,1,POS,DLXFS
dichronus,a1,1,1,POS,XSXFO
dictatorius,a1,1,1,POS,XLXEO
dictiosus,a1,1,1,POS,XXXFO
didacticus,a1,1,1,POS,XGXEE
didascalicus,a1,1,1,POS,XGXFS
dierectus,a1,1,1,POS,BXXES
diffamatus,a1,1,1,nor,XXXEO
diffensus,a1,1,1,POS,XXXES
differtus,a1,1,1,POS,XXXES
difflatus,a1,1,1,POS,XXXFS
diffletus,a1,1,1,POS,XXXES
diffluus,a1,1,1,POS,XXXFO
diffusus,a1,1,1,nor,XXXCO
diffututus,a1,1,1,POS,XXXFS
digamus,a1,1,1,POS,XLXES
digestus,a1,1,1,POS,XXXEE
digestivus,a1,1,1,POS,XBXFS
digestorius,a1,1,1,POS,DBXFS
digitatus,a1,1,1,POS,XXXNO
dignus,a1,1,1,nor,XXXAO
digressivus,a1,1,1,POS,DGXFS
dijunctus,a1,1,1,nor,XXXCO
dijunctivus,a1,1,1,POS,XGXEO
dilabidus,a1,1,1,POS,XXXFO
dilancinatus,a1,1,1,POS,DXXDS
dilargus,a1,1,1,nor,EXXEM
dilatatus,a1,1,1,POS,XXXEO
dilatorius,a1,1,1,POS,XXXEO
dilectus,a1,1,1,nor,XXXCO
dilibutus,a1,1,1,POS,XXXCO
dilucidus,a1,1,1,nor,XXXDO
dilutus,a1,1,1,POS,XXXCO
dimachaerus,a1,1,1,POS,XWXIS
dimensus,a1,1,1,POS,XXXFO
dimidius,a1,1,1,POS,XXXCO
dimidiatus,a1,1,1,POS,XXXCO
dimissorius,a1,1,1,POS,XLXFS
dinus,a1,1,1,POS,XEXIO
diocesanus,a1,1,1,POS,EEXEM
dioecesanus,a1,1,1,POS,EEXEM
dionymus,a1,1,1,POS,XXXFS
diplasius,a1,1,1,POS,DXXFS
diplinthius,a1,1,1,POS,XXXFO
diplomarius,a1,1,1,POS,XLXIO
diplomaticus,a1,1,1,POS,GXXEK
dipondiarius,a1,1,1,POS,XLXEO
dipyrus,a1,1,1,POS,XXXFO
dirus,a1,1,1,nor,XEXBO
directus,a1,1,1,nor,XXXBO
directiangulus,a1,1,1,POS,DSXFS
directilineus,a1,1,1,POS,DSXFS
directivus,a1,1,1,POS,FXXEE
directorius,a1,1,1,POS,EXXFS
discalceatus,a1,1,1,POS,FXXEO
discinctus,a1,1,1,POS,XXXDX
disciplinatus,a1,1,1,POS,EXXDS
discissus,a1,1,1,POS,XXXEE
discolus,a1,1,1,POS,XXXEE
discordiosus,a1,1,1,POS,XXXEC
discretus,a1,1,1,POS,XXXCO
diselianus,a1,1,1,POS,GXXEK
disertus,a1,1,1,POS,XXXDX
disgregativus,a1,1,1,POS,FXXFF
disjunctus,a1,1,1,nor,XXXCO
disjunctivus,a1,1,1,POS,XGXEO
dismembratus,a1,1,1,POS,FXXEE
dispensatorius,a1,1,1,POS,XXXEE
dispertitivus,a1,1,1,POS,EGXEP
dispositivus,a1,1,1,POS,XXXEE
dissensus,a1,1,1,POS,XXXEE
dissentaneus,a1,1,1,POS,XXXEC
dissitus,a1,1,1,POS,FXXEE
dissociatus,a1,1,1,POS,XXXDX
dissolutus,a1,1,1,POS,XXXDX
dissonus,a1,1,1,POS,XXXDX
dissuasorius,a1,1,1,POS,GXXEK
distentus,a1,1,1,POS,XXXEE
distichus,a1,1,1,POS,XPXFO
distinctus,a1,1,1,POS,XXXDX
distortus,a1,1,1,POS,FXXEE
distractus,a1,1,1,POS,GXXEK
distributivus,a1,1,1,POS,FXXFE
districtus,a1,1,1,nor,XXXCO
disyllabus,a1,1,1,POS,XGXES
dithalassus,a1,1,1,POS,XXXFE
dithyrambicus,a1,1,1,POS,XPXEC
ditonicus,a1,1,1,POS,FDXEM
diurnus,a1,1,1,POS,XXXDX
diurnarius,a1,1,1,POS,GXXEK
diutinus,a1,1,1,POS,XXXDX
diuturnus,a1,1,1,nor,XXXDX
divus,a1,1,1,nor,DEXES
diversus,a1,1,1,POS,XXXAX
diversorius,a1,1,1,POS,XXXEO
dividendus,a1,1,1,POS,GSXEK
dividuus,a1,1,1,POS,XXXDX
divinus,a1,1,1,nor,XXXAX
doctus,a1,1,1,nor,XXXBO
doctiloquus,a1,1,1,POS,FXXEM
documentarius,a1,1,1,POS,GXXEK
dogmaticus,a1,1,1,POS,EXXCE
dolorosus,a1,1,1,POS,EEXDX
dolosus,a1,1,1,POS,XXXDX
domesticus,a1,1,1,POS,XXXBX
dominativus,a1,1,1,POS,XXXEE
dominicus,a1,1,1,POS,XXXBX
Dominicanus,a1,1,1,POS,FEXDE
Domitius,a1,1,1,POS,XXXCO
Dorius,a1,1,1,POS,FXXEO
dormitorius,a1,1,1,POS,XXXEC
dotatus,a1,1,1,POS,XXXEC
dramaticus,a1,1,1,POS,XDXFS
dubius,a1,1,1,POS,XXXAX
ducenarius,a1,1,1,POS,XXXCO
ducianus,a1,1,1,POS,XXXES
duciloquus,a1,1,1,POS,FXXEE
duellatorus,a1,1,1,POS,XWXCS
duellicus,a1,1,1,POS,XWXDX
duellicosus,a1,1,1,nor,XWXDX
dulcicanus,a1,1,1,POS,FXXEM
dulciculus,a1,1,1,POS,XXXEC
dulcisonus,a1,1,1,POS,FXXEE
dulcoratus,a1,1,1,POS,XXXFS
dumosus,a1,1,1,POS,XXXDX
duodenarius,a1,1,1,POS,XXXEO
duonus,a1,1,1,POS,AXXFS
duplus,a1,1,1,POS,XXXEC
duplicatus,a1,1,1,POS,FXXEE
dupondiarius,a1,1,1,POS,XLXEO
durus,a1,1,1,nor,XXXAX
duriusculus,a1,1,1,POS,XXXEO
dynamicus,a1,1,1,POS,FXXDE
dyscolus,a1,1,1,POS,FXXEE
eborarius,a1,1,1,POS,XXXIO
eboratus,a1,1,1,POS,XXXIO
eboreus,a1,1,1,POS,XXXDO
ebrius,a1,1,1,POS,XXXCO
ebriacus,a1,1,1,POS,XXXFO
ebriolus,a1,1,1,POS,XXXEC
ebriosus,a1,1,1,POS,XXXDX
eburarius,a1,1,1,POS,XXXIO
eburatus,a1,1,1,POS,XXXIO
ebureus,a1,1,1,POS,XXXDO
eburnus,a1,1,1,POS,XXXCO
eburneus,a1,1,1,POS,XXXCO
eburneolus,a1,1,1,POS,XXXFO
ecclesiasticus,a1,1,1,POS,EEXCP
ecfatus,a1,1,1,POS,FXXDE
eclipticus,a1,1,1,POS,XLXFS
ecstaticus,a1,1,1,POS,FEXEM
ectypus,a1,1,1,POS,FXXEK
edentulus,a1,1,1,POS,XXXFS
edius,a1,1,1,POS,XXXDX
editus,a1,1,1,nor,XXXDX
editicius,a1,1,1,POS,XXXEC
educativus,a1,1,1,POS,FGXEE
edurus,a1,1,1,POS,XXXDX
effatus,a1,1,1,POS,FXXDE
effectivus,a1,1,1,POS,XXXEO
effeminatus,a1,1,1,POS,XXXDX
efferus,a1,1,1,POS,XXXDX
efferatus,a1,1,1,nor,XXXDO
effertus,a1,1,1,nor,XXXEC
effetus,a1,1,1,POS,XXXDX
effluxus,a1,1,1,POS,FXXFM
effrenus,a1,1,1,POS,XXXDX
effrenatus,a1,1,1,POS,XXXDX
effultus,a1,1,1,POS,XXXDX
effusus,a1,1,1,nor,XXXDX
egelidus,a1,1,1,POS,XXXDX
egenus,a1,1,1,POS,XXXDX
egoisticus,a1,1,1,POS,FXXEE
egregius,a1,1,1,POS,XXXBX
ejulabundus,a1,1,1,POS,DXXFS
elasticus,a1,1,1,POS,GXXEK
elatus,a1,1,1,nor,XXXCO
electus,a1,1,1,POS,XXXDX
electivus,a1,1,1,POS,XLXEE
electricus,a1,1,1,POS,GSXDE
electrinus,a1,1,1,POS,GXXEK
electrochemicus,a1,1,1,POS,GSXEK
electrolyticus,a1,1,1,POS,GSXEK
electromagneticus,a1,1,1,POS,HSXEK
electronicus,a1,1,1,POS,HSXEK
electrostaticus,a1,1,1,POS,HSXEK
elementarius,a1,1,1,POS,XXXFO
eliquatorius,a1,1,1,POS,GXXEK
elixus,a1,1,1,POS,XXXCO
ellipticus,a1,1,1,POS,GXXEK
elocutus,a1,1,1,POS,XXXFS
elutorius,a1,1,1,POS,GXXEK
emancipatus,a1,1,1,POS,XLXEE
emblematicus,a1,1,1,POS,FXXEE
emeritus,a1,1,1,POS,XXXCS
eminulus,a1,1,1,POS,XXXES
emissicius,a1,1,1,POS,XXXEO
emissorius,a1,1,1,POS,GTXEK
emphaticus,a1,1,1,POS,FXXEE
emphyteuticus,a1,1,1,POS,DLXFS
empiricus,a1,1,1,POS,GXXEK
emporeticus,a1,1,1,POS,GXXEK
empticius,a1,1,1,POS,XXXDO
empyreus,a1,1,1,POS,DXXFS
empyrius,a1,1,1,POS,DXXFS
enarmonius,a1,1,1,POS,DDHES
enarmonicus,a1,1,1,POS,DDHES
encyclicus,a1,1,1,POS,FEXEE
energumenus,a1,1,1,POS,FEXEE
enervus,a1,1,1,POS,XXXEO
enharmonius,a1,1,1,POS,DDHES
enharmonicus,a1,1,1,POS,DDHES
enthusiasticus,a1,1,1,POS,GXXEK
entitativus,a1,1,1,POS,FEXEE
enucleatus,a1,1,1,POS,XXXEC
Eous,a1,1,1,POS,XXXDX
epastus,a1,1,1,POS,XXXEC
ephebiceus,a1,1,1,POS,XXXFO
Ephesius,a1,1,1,POS,AXQCO
ephippiatus,a1,1,1,POS,XXXDX
epibaticus,a1,1,1,POS,GXXEK
epicus,a1,1,1,POS,XXXEC
epicopus,a1,1,1,POS,XWXEC
epicrocus,a1,1,1,POS,XXXEC
Epicureus,a1,1,1,POS,XSHEO
Epicurius,a1,1,1,POS,XSHEO
epidicticus,a1,1,1,POS,XXXEC
epigraphicus,a1,1,1,POS,GXXEK
epilempticus,a1,1,1,POS,EBXEP
epilepticus,a1,1,1,POS,EBXEP
epitritus,a1,1,1,POS,FPXEZ
epogdous,a1,1,1,POS,DDXES
epotus,a1,1,1,POS,XXXDX
equinus,a1,1,1,POS,XXXDX
erectus,a1,1,1,nor,XXXBO
eremus,a1,1,1,POS,DXXCS
eremiticus,a1,1,1,POS,FEXFF
ermellineus,a1,1,1,POS,FXXFE
eroticus,a1,1,1,POS,XXXEO
errabundus,a1,1,1,POS,XXXDX
erraticus,a1,1,1,POS,XXXDX
erroneus,a1,1,1,POS,XXXEO
eruditus,a1,1,1,POS,XXXDX
erumpnus,a1,1,1,POS,FXXFM
escarius,a1,1,1,POS,XXXEC
eschatologicus,a1,1,1,POS,FSXFE
esculentus,a1,1,1,POS,XXXEC
esotericus,a1,1,1,POS,GXXEK
essedarius,a1,1,1,POS,XXXDX
eternus,a1,1,1,nor,EXXAO
ethicus,a1,1,1,POS,XXXEO
ethnicus,a1,1,1,POS,EEXES
ethnographicus,a1,1,1,POS,GXXEK
ethnologicus,a1,1,1,POS,GXXEK
ethologicus,a1,1,1,POS,GXXEE
eucharistialus,a1,1,1,POS,EEXCE
eucharisticus,a1,1,1,POS,EEXCE
eugeneus,a1,1,1,POS,XXXES
eugenicus,a1,1,1,POS,GXXEK
euphonus,a1,1,1,POS,XXXEO
eurous,a1,1,1,POS,XXXDX
evangelicus,a1,1,1,POS,EEXES
evanidus,a1,1,1,POS,XXXDX
eventilatus,a1,1,1,POS,DXXFS
evestigatus,a1,1,1,POS,XXXEC
eviratus,a1,1,1,POS,XXXES
evitandus,a1,1,1,POS,XXXEE
evolutivus,a1,1,1,POS,GXXEE
exactus,a1,1,1,POS,XXXBX
exacutus,a1,1,1,POS,XXXEE
examinatus,a1,1,1,POS,XXXEE
exanimus,a1,1,1,POS,XXXDX
excalceatus,a1,1,1,POS,XXXEO
excalfactorius,a1,1,1,POS,XXXES
excelsus,a1,1,1,POS,EDXDP
exceptus,a1,1,1,POS,FXXEE
excessivus,a1,1,1,POS,GXXEK
exclaustratus,a1,1,1,POS,FEXFE
exclusivus,a1,1,1,POS,FXXEE
excuratus,a1,1,1,POS,XXXEC
excussus,a1,1,1,POS,FEXEE
executorius,a1,1,1,POS,XXXEE
exemptus,a1,1,1,POS,XXXEE
exercitatus,a1,1,1,nor,XXXDX
exercitorius,a1,1,1,POS,XXXEO
exfornicatus,a1,1,1,POS,FXXEE
exhaustus,a1,1,1,POS,FXXEE
exhibitorius,a1,1,1,POS,XLXEO
exhortativus,a1,1,1,POS,XXXEC
exiguus,a1,1,1,POS,XXXBX
eximius,a1,1,1,POS,XXXCO
exitiosus,a1,1,1,POS,XXXDX
exornatus,a1,1,1,nor,XXXFO
exornatulus,a1,1,1,POS,XXXFO
exosus,a1,1,1,POS,XXXDX
exotericus,a1,1,1,POS,XXXFS
exoticus,a1,1,1,POS,XXXEC
expallidus,a1,1,1,POS,XXXFO
expedius,a1,1,1,POS,XXXDX
expeditus,a1,1,1,nor,XXXDX
expendiendus,a1,1,1,POS,FXXFE
expensus,a1,1,1,POS,XXXCO
expertus,a1,1,1,POS,XXXEO
expiatorius,a1,1,1,POS,EXXEE
expletivus,a1,1,1,POS,EXXFE
explicativus,a1,1,1,POS,XXXEE
explicitus,a1,1,1,nor,XXXEO
explosivus,a1,1,1,POS,GWXEK
exportaticius,a1,1,1,POS,GXXEK
expressus,a1,1,1,nor,XXXDO
expurgatus,a1,1,1,POS,XXXEE
exsaturatus,a1,1,1,POS,XXXEE
exsecrandus,a1,1,1,POS,FXXEE
exsecutivus,a1,1,1,POS,FXXDE
exstaticus,a1,1,1,POS,FEXEM
exstinctivus,a1,1,1,POS,XXXEE
extaticus,a1,1,1,POS,FEXEM
extensus,a1,1,1,POS,XXXFX
exterus,a1,1,1,nor,DXXES
externus,a1,1,1,POS,XXXBX
extimus,a1,1,1,POS,XXXCO
extradiocesanus,a1,1,1,POS,FEXFE
extramuranus,a1,1,1,POS,XXXEE
extraneus,a1,1,1,POS,XXXDX
extraordinarius,a1,1,1,POS,XXXDX
extrarius,a1,1,1,POS,XXXCO
extrinsecus,a1,1,1,POS,XXXCE
extumus,a1,1,1,POS,XXXCO
Fabius,a1,1,1,POS,XXXDX
fabulosus,a1,1,1,POS,XXXDX
facetus,a1,1,1,POS,XXXDX
facinarosus,a1,1,1,POS,XXXES
facinerosus,a1,1,1,POS,XXXES
facinorosus,a1,1,1,POS,XXXEC
facticius,a1,1,1,POS,FXXEM
factiosus,a1,1,1,POS,XXXDX
factitius,a1,1,1,POS,FXXEE
facultativus,a1,1,1,POS,EXXEE
facundus,a1,1,1,POS,XXXBX
faecatus,a1,1,1,POS,XXXES
faeculentus,a1,1,1,POS,XXXES
faeneus,a1,1,1,POS,XAXEC
faetidus,a1,1,1,POS,XXXCO
faetulentus,a1,1,1,POS,XXXFO
faginus,a1,1,1,POS,XXXDX
fagineus,a1,1,1,POS,XXXDX
falcatus,a1,1,1,POS,XXXDX
Faliscus,a1,1,1,POS,XXICS
fallaciloquus,a1,1,1,POS,XXXFO
fallaciosus,a1,1,1,POS,XXXEO
falsus,a1,1,1,POS,XXXAX
falsidicus,a1,1,1,POS,XXXEC
falsiloquus,a1,1,1,POS,XXXEC
famelicus,a1,1,1,nor,XXXCO
familicus,a1,1,1,nor,FXXDE
famosus,a1,1,1,nor,XXXCO
famulus,a1,1,1,POS,XXXDX
fanaticus,a1,1,1,POS,XXXDX
fandus,a1,1,1,POS,XXXDX
farinatus,a1,1,1,POS,GXXEK
farratus,a1,1,1,POS,XXXEC
