lexeme,category,declension,variation,kind,additional_info
omniparens,a3,3,1,POS,XXXDX
omnipotens,a3,3,1,POS,XXXDX
omnipraesens,a3,3,1,POS,FXXEM
omnituens,a3,3,1,POS,XXXFS
optimas,a3,3,1,POS,XXXDS
opulens,a3,3,1,POS,XXXEO
oriens,a3,3,1,POS,XSXCO
oscitans,a3,3,1,POS,XXXDS
paciens,a3,3,1,POS,FXXBW
pallens,a3,3,1,POS,XXXCS
par,a3,3,1,nor,XXXAS
parabolois,a3,3,1,POS,GSXEK
parens,a3,3,1,POS,XXXES
particeps,a3,3,1,POS,XXXDX
patens,a3,3,1,nor,XXXDX
patiens,a3,3,1,nor,XXXBO
pauper,a3,3,1,nor,XXXBO
peccatrix,a3,3,1,POS,EXXEP
pedes,a3,3,1,POS,XXXDS
pellax,a3,3,1,POS,XXXDX
pennipes,a3,3,1,POS,XYXEC
pennipotens,a3,3,1,POS,XXXEC
peradulescens,a3,3,1,POS,XXXFS
peramans,a3,3,1,POS,XXXDS
percontumax,a3,3,1,POS,XXXFS
perdiligens,a3,3,1,POS,XXXDS
perdives,a3,3,1,POS,XXXDS
perelegans,a3,3,1,POS,XXXDS
pereloquens,a3,3,1,POS,XXXDS
perfrequens,a3,3,1,POS,XXXDS
perindulgens,a3,3,1,POS,XXXDS
perlibens,a3,3,1,POS,XXXDS
pernix,a3,3,1,POS,XXXDX
pernot,a3,3,1,POS,XXXEO
pernox,a3,3,1,POS,XXXCO
perpauper,a3,3,1,POS,XXXFO
perpes,a3,3,1,POS,XXXCO
perpugnax,a3,3,1,POS,XXXDS
persapiens,a3,3,1,POS,XXXDS
perseverans,a3,3,1,nor,XXXCO
persimplex,a3,3,1,POS,XXXDS
perspicax,a3,3,1,nor,XXXCO
pertinax,a3,3,1,POS,XXXDX
pervetus,a3,3,1,POS,XXXDX
pervicax,a3,3,1,POS,XXXDX
pervigil,a3,3,1,POS,XXXDX
pestilens,a3,3,1,POS,XXXDX
petulans,a3,3,1,nor,XXXCO
piens,a3,3,1,nor,XXXIS
pinnipes,a3,3,1,POS,XXXDX
plex,a3,3,1,POS,DSXDX
plumipes,a3,3,1,POS,XXXES
plus,a3,3,1,POS,XXXAX
poenicans,a3,3,1,POS,XXXEO
pollens,a3,3,1,nor,XXXCO
potens,a3,3,1,nor,XXXAX
praecellens,a3,3,1,nor,EXXEF
praeceps,a3,3,1,POS,XXXBX
praecox,a3,3,1,POS,XXXDX
praecumbrans,a3,3,1,POS,DXXDS
praedives,a3,3,1,POS,XXXDX
praeferox,a3,3,1,POS,XXXDX
praegnans,a3,3,1,POS,XXXDX
praegnas,a3,3,1,POS,XXXDX
praepes,a3,3,1,POS,XXXDX
praepotens,a3,3,1,POS,XXXDX
praesens,a3,3,1,POS,XXXAX
praestans,a3,3,1,nor,XXXBO
praeterequitans,a3,3,1,POS,XXXDS
pravicors,a3,3,1,POS,EEXES
primas,a3,3,1,POS,XXXEO
princeps,a3,3,1,POS,XXXBO
procax,a3,3,1,POS,XXXDX
prominens,a3,3,1,nor,XXXDX
properipes,a3,3,1,POS,XXXDS
prudens,a3,3,1,nor,XXXBX
pubens,a3,3,1,POS,XXXDX
pubes,a3,3,1,POS,XXXBX
pudens,a3,3,1,nor,XXXDX
pugnax,a3,3,1,POS,XXXDX
punicans,a3,3,1,POS,XXXEO
quadriplex,a3,3,1,POS,XSXCO
quadrupedans,a3,3,1,POS,XXXDX
quadrupes,a3,3,1,POS,XXXDX
quadruplex,a3,3,1,POS,XSXCO
quinticeps,a3,3,1,POS,XXXFS
quojas,a3,3,1,POS,AXXCO
quojatis,a3,3,1,POS,XXXCO
rancens,a3,3,1,POS,XXXEC
rapax,a3,3,1,POS,XXXDX
recens,a3,3,1,POS,XXXBX
redux,a3,3,1,POS,XXXDX
regnatrix,a3,3,1,POS,XXXFS
renidens,a3,3,1,POS,XXXDX
repens,a3,3,1,POS,XXXDX
reses,a3,3,1,POS,XXXDX
retinens,a3,3,1,nor,XXXDS
reverens,a3,3,1,nor,XXXCO
rigens,a3,3,1,POS,DXXDS
rubens,a3,3,1,POS,XXXDX
sagax,a3,3,1,POS,XXXBX
salax,a3,3,1,POS,XBXCO
sanguinans,a3,3,1,POS,XXXEC
sapiens,a3,3,1,nor,XXXAO
sciens,a3,3,1,nor,XXXBO
segnipes,a3,3,1,POS,XXXEC
semihians,a3,3,1,POS,XXXDX
semimas,a3,3,1,POS,XXXDS
seminex,a3,3,1,POS,XXXDX
senex,a3,3,1,nor,XXXAX
separ,a3,3,1,POS,XXXDX
sepes,a3,3,1,POS,XXXFO
septemplex,a3,3,1,POS,XXXCO
septimplex,a3,3,1,POS,EXXFW
sequax,a3,3,1,nor,XXXCO
sequens,a3,3,1,POS,XXXDS
serpentipes,a3,3,1,POS,XXXEC
servans,a3,3,1,nor,XXXFO
sesquiplex,a3,3,1,POS,XXXDS
sexticeps,a3,3,1,POS,XXXFS
significans,a3,3,1,nor,XXXDX
silens,a3,3,1,POS,XXXDX
silvicultrix,a3,3,1,POS,XAXEC
simplex,a3,3,1,POS,XXXBX
simulans,a3,3,1,POS,XXXDS
sipar,a3,3,1,POS,FXXFY
sitiens,a3,3,1,POS,XXXDX
socors,a3,3,1,POS,XXXDX
sollers,a3,3,1,nor,XXXDX
solox,a3,3,1,POS,EXXFS
sons,a3,3,1,POS,XXXDX
sospes,a3,3,1,POS,XXXBX
spadix,a3,3,1,POS,XXXEC
stellans,a3,3,1,POS,XXXCO
sternax,a3,3,1,POS,XXXDX
suaveolens,a3,3,1,POS,XXXEC
suaviloquens,a3,3,1,POS,XXXDX
subimpudens,a3,3,1,POS,XXXDS
submultiplex,a3,3,1,POS,XSXDS
subsuperpartiens,a3,3,1,POS,EXXEP
sufficiens,a3,3,1,POS,XXXEO
summas,a3,3,1,POS,XXXFZ
superans,a3,3,1,POS,XXXDS
superbiparticular,a3,3,1,POS,DSXFS
superbipartiens,a3,3,1,POS,FSXEM
superexcellens,a3,3,1,POS,XXXFS
superexcrescens,a3,3,1,POS,FXXFM
superimpendens,a3,3,1,POS,XXXEC
superincidens,a3,3,1,POS,XXXDX
superincubans,a3,3,1,POS,XXXDX
superpartiens,a3,3,1,POS,FSXES
superpendens,a3,3,1,POS,XXXDX
superstes,a3,3,1,POS,XXXBX
supertriparticular,a3,3,1,POS,DSXFS
supertripartiens,a3,3,1,POS,FSXEM
superurgens,a3,3,1,POS,XXXDS
suppar,a3,3,1,POS,XXXEC
supplex,a3,3,1,POS,XXXDX
suspicax,a3,3,1,POS,XXXDX
tagax,a3,3,1,POS,XXXEC
tardipes,a3,3,1,POS,XXXDX
temperans,a3,3,1,POS,XXXDX
tenax,a3,3,1,nor,XXXBO
teres,a3,3,1,POS,XXXBX
tolerans,a3,3,1,nor,XXXDO
torrens,a3,3,1,POS,XXXDX
transcendens,a3,3,1,POS,GXXEK
trepidans,a3,3,1,nor,XXXEW
tricorpor,a3,3,1,POS,XXXDX
tricuspis,a3,3,1,POS,XXXDX
tridens,a3,3,1,POS,XXXDX
trifaux,a3,3,1,POS,XPXES
trilix,a3,3,1,POS,XXXDX
tripes,a3,3,1,POS,XXXDX
triplex,a3,3,1,POS,XXXDX
trux,a3,3,1,POS,XXXBX
uber,a3,3,1,nor,XXXBX
ultrix,a3,3,1,POS,XXXDX
umens,a3,3,1,POS,XXXDX
unanimans,a3,3,1,POS,XXXES
unicolor,a3,3,1,POS,XXXEC
utens,a3,3,1,nor,XXXFO
valens,a3,3,1,nor,XXXAO
vecors,a3,3,1,POS,XXXDX
vehemens,a3,3,1,nor,XXXAX
velivolans,a3,3,1,POS,XWXEC
velox,a3,3,1,nor,XXXBX
vemens,a3,3,1,POS,XXXFS
Veneri,a3,3,1,POS,XEIBO
verax,a3,3,1,nor,XXXCO
versicolor,a3,3,1,POS,XXXDX
vesaniens,a3,3,1,POS,XXXDX
vetus,a3,3,1,nor,XXXAX
vetust,a3,3,1,nor,XXXDX
victor,a3,3,1,POS,XXXDX
victrix,a3,3,1,POS,XWXBS
vigens,a3,3,1,nor,FXXEL
vigil,a3,3,1,POS,XXXCO
vigilans,a3,3,1,nor,XXXCO
vigilax,a3,3,1,POS,XXXEX
violens,a3,3,1,POS,XXXBX
virens,a3,3,1,POS,GAXEQ
viripotens,a3,3,1,POS,EXXFS
vivax,a3,3,1,nor,XXXCO
volans,a3,3,1,POS,FXXDM
volens,a3,3,1,POS,XXXDX
abbatialis,a3,3,2,POS,EEXCE
abdominalis,a3,3,2,POS,GBXEK
abnormis,a3,3,2,POS,XSXEL
abnormalis,a3,3,2,POS,FXXEM
abominabilis,a3,3,2,POS,EXXCE
absimilis,a3,3,2,POS,XXXCO
accensibilis,a3,3,2,POS,DXXFS
acceptabilis,a3,3,2,POS,XXXCO
accessibilis,a3,3,2,POS,DXXES
accidentalis,a3,3,2,POS,FXXEZ
acclinis,a3,3,2,POS,XXXCO
acclivis,a3,3,2,POS,XXXCO
accusabilis,a3,3,2,POS,XXXFO
acervalis,a3,3,2,POS,XXXFO
acharis,a3,3,2,POS,EXHEP
actualis,a3,3,2,POS,DXXFS
acutalis,a3,3,2,POS,XXXFS
adapertilis,a3,3,2,POS,XXXFO
adcessibilis,a3,3,2,POS,DXXES
adclinis,a3,3,2,POS,XXXCO
adclivis,a3,3,2,POS,XXXCO
adfabilis,a3,3,2,POS,XXXCO
adfectualis,a3,3,2,POS,EXXEP
adfinis,a3,3,2,POS,XXXBO
adibilis,a3,3,2,POS,DXXES
aditialis,a3,3,2,POS,XLXEO
adjutabilis,a3,3,2,POS,XXXFO
adlaudabilis,a3,3,2,POS,XXXEO
admirabilis,a3,3,2,POS,XXXCO
adnuntialis,a3,3,2,POS,EXXEP
adorabilis,a3,3,2,POS,XXXFO
adpalis,a3,3,2,POS,XXXFS
adpetibilis,a3,3,2,POS,XXXFO
adralis,a3,3,2,POS,DLXFS
adscendibilis,a3,3,2,POS,XXXFO
adsimilis,a3,3,2,POS,XXXCO
adspectabilis,a3,3,2,nor,XXXEO
adverbialis,a3,3,2,POS,DGXES
adversabilis,a3,3,2,POS,XXXFO
advorsabilis,a3,3,2,POS,BXXFO
aedificialis,a3,3,2,POS,DTXES
aeditualis,a3,3,2,POS,DEXFS
aequabilis,a3,3,2,nor,XXXBO
aequalis,a3,3,2,nor,XXXAO
aequanimis,a3,3,2,POS,XXXFS
aequiformis,a3,3,2,POS,DPXFS
aequilateralis,a3,3,2,POS,DSXFS
aequilibris,a3,3,2,POS,XXXFO
aequinoctialis,a3,3,2,POS,XSXCO
aequiparabilis,a3,3,2,POS,XXXEO
aequiperabilis,a3,3,2,POS,XXXEO
aerumnabilis,a3,3,2,POS,XXXEO
aestimabilis,a3,3,2,POS,XXXFO
aestivalis,a3,3,2,POS,XXXIO
aeternabilis,a3,3,2,POS,XXXFO
aeternalis,a3,3,2,POS,XXXIO
affabilis,a3,3,2,POS,XXXCO
affectualis,a3,3,2,POS,EXXEP
affinis,a3,3,2,POS,XXXBO
agilis,a3,3,2,nor,XXXBO
agitabilis,a3,3,2,POS,XXXFO
agminalis,a3,3,2,POS,XXXES
agnitionalis,a3,3,2,POS,DGXES
agnoscibilis,a3,3,2,POS,DGXFS
agralis,a3,3,2,POS,DAXFS
agrestis,a3,3,2,POS,XAXAO
agricolaris,a3,3,2,POS,XAXES
alacris,a3,3,2,POS,XXXEO
alaris,a3,3,2,POS,XWXDO
albaris,a3,3,2,POS,DTXFS
albiceris,a3,3,2,POS,XXXEO
alearis,a3,3,2,POS,DXXFS
alebris,a3,3,2,POS,XXXFO
algensis,a3,3,2,POS,XAXNO
alibilis,a3,3,2,nor,XAXEO
allaudabilis,a3,3,2,POS,XXXEO
altercabilis,a3,3,2,POS,DXXFS
altilis,a3,3,2,POS,XAXCO
amabilis,a3,3,2,nor,XXXCO
ambarvalis,a3,3,2,POS,XXXFO
ambrosialis,a3,3,2,POS,XYXIO
ambulatilis,a3,3,2,POS,XXXFO
amicabilis,a3,3,2,POS,DXXFS
amicalis,a3,3,2,POS,XXXEO
amissibilis,a3,3,2,POS,DEXES
ammirabilis,a3,3,2,POS,XXXCO
amotibilis,a3,3,2,POS,FXXFM
amovibilis,a3,3,2,POS,GXXFE
amphitheatralis,a3,3,2,POS,XXXEO
amphoralis,a3,3,2,POS,XXXNO
ancillaris,a3,3,2,POS,XXXEO
anclabris,a3,3,2,POS,XEXEO
ancoralis,a3,3,2,POS,XWXFO
angarialis,a3,3,2,POS,DXXFS
angularis,a3,3,2,POS,XXXDO
anicularis,a3,3,2,POS,DXXFS
anilis,a3,3,2,POS,XXXCO
animabilis,a3,3,2,POS,XXXFS
animalis,a3,3,2,POS,XXXCO
annualis,a3,3,2,POS,DXXES
annularis,a3,3,2,POS,DXXES
annumerabilis,a3,3,2,POS,FXXFE
annuntialis,a3,3,2,POS,EXXEP
antegenitalis,a3,3,2,POS,XXXNO
antemeridialis,a3,3,2,POS,DXXFS
antenuptialis,a3,3,2,POS,DXXES
anticipalis,a3,3,2,POS,XXXEO
Antiochensis,a3,3,2,POS,XXQEO
antiphonalis,a3,3,2,POS,FEXFE
anularis,a3,3,2,POS,XXXNS
aperibilis,a3,3,2,POS,DXXES
apertibilis,a3,3,2,POS,DXXES
Apollinaris,a3,3,2,POS,XEXES
appalis,a3,3,2,POS,XXXFS
appetibilis,a3,3,2,POS,XXXFO
applicabilis,a3,3,2,POS,EXXFE
Aprilis,a3,3,2,POS,XXXCO
apsimilis,a3,3,2,POS,XXXCO
aqualis,a3,3,2,POS,XXXEO
aquatilis,a3,3,2,POS,XXXCO
aquilonalis,a3,3,2,POS,XXXFO
aquilonaris,a3,3,2,POS,XXXFS
aquiminalis,a3,3,2,POS,XXXES
Aquisgranenis,a3,3,2,POS,EXGEE
arabilis,a3,3,2,POS,XAXNO
arbitralis,a3,3,2,POS,DLXCS
archiepiscopalis,a3,3,2,POS,EEXCE
arcifinalis,a3,3,2,POS,XLXEO
arcuatilis,a3,3,2,POS,DXXFS
arealis,a3,3,2,POS,DAXFS
argumentabilis,a3,3,2,POS,DSXES
argumentalis,a3,3,2,POS,DSXES
armentalis,a3,3,2,POS,XAXEO
arralis,a3,3,2,POS,DLXFS
arrhalis,a3,3,2,POS,DLXFS
articularis,a3,3,2,POS,XBXEO
artificialis,a3,3,2,POS,XXXEO
arvalis,a3,3,2,POS,XAXDO
ascendibilis,a3,3,2,POS,XXXFO
asexualis,a3,3,2,POS,GXXEK
asinalis,a3,3,2,POS,XAXFO
aspectabilis,a3,3,2,nor,XXXEO
aspernabilis,a3,3,2,POS,XXXEO
aspratilis,a3,3,2,POS,XXXNS
assimilis,a3,3,2,POS,XXXCO
astralis,a3,3,2,POS,DSXFS
Atheniensis,a3,3,2,POS,XXHCO
auctionalis,a3,3,2,POS,XXXFS
auctorabilis,a3,3,2,POS,FXXEM
auctoralis,a3,3,2,POS,FXXEM
auctorizabilis,a3,3,2,POS,FXXEM
auctumnalis,a3,3,2,POS,XXXES
aucupalis,a3,3,2,POS,DAXFS
auditorialis,a3,3,2,POS,DXXES
auguralis,a3,3,2,POS,XEXCO
augurialis,a3,3,2,POS,DEXES
augustalis,a3,3,2,POS,XXXES
Augustalis,a3,3,2,POS,EXXEE
auratilis,a3,3,2,POS,DXXFS
auricularis,a3,3,2,POS,EBXEE
aurigalis,a3,3,2,POS,DXXFS
auspicabilis,a3,3,2,POS,DXXES
auspicalis,a3,3,2,POS,XEXNO
australis,a3,3,2,POS,XXXCO
austrinalis,a3,3,2,POS,XXXFO
autumnalis,a3,3,2,POS,XXXCO
auxiliaris,a3,3,2,POS,XXXCO
aversabilis,a3,3,2,POS,XXXFO
bacalis,a3,3,2,POS,XAXNO
baccalis,a3,3,2,POS,XAXNS
Bacchanalis,a3,3,2,POS,XEXDO
bacilis,a3,3,2,POS,FXXFE
bacterialis,a3,3,2,POS,GSXEK
balinearis,a3,3,2,POS,XXXEO
balnearis,a3,3,2,POS,XXXEO
baptismalis,a3,3,2,POS,EEXDE
bellualis,a3,3,2,POS,DAXFS
belluilis,a3,3,2,POS,DAXFS
belualis,a3,3,2,POS,DAXES
beluilis,a3,3,2,POS,DAXES
besalis,a3,3,2,POS,XXXEO
bessalis,a3,3,2,POS,XXXEO
bestialis,a3,3,2,POS,DAXFS
bibilis,a3,3,2,POS,DXXFS
bibliothecalis,a3,3,2,POS,DXXFS
bibrevis,a3,3,2,POS,DPXFS
bicomis,a3,3,2,POS,DAXFS
bicornis,a3,3,2,POS,XXXCO
bicubitalis,a3,3,2,POS,DXXES
bidentalis,a3,3,2,POS,XEXIO
biennis,a3,3,2,POS,XXXFO
biennalis,a3,3,2,POS,DXXES
biforis,a3,3,2,POS,XXXDO
biformis,a3,3,2,POS,XXXCO
bigemmis,a3,3,2,POS,XXXFO
bijugis,a3,3,2,POS,XXXCO
bilateralis,a3,3,2,POS,FXXFE
bilibris,a3,3,2,POS,XSXDO
bilibralis,a3,3,2,POS,DSXES
bilinguis,a3,3,2,POS,XXXCO
bilustris,a3,3,2,POS,XXXFO
bilychnis,a3,3,2,POS,XXXEO
bimammiis,a3,3,2,POS,XAXNO
bimaris,a3,3,2,POS,XXXCO
bimatris,a3,3,2,POS,XXXES
bimembris,a3,3,2,POS,XXXCO
bimenstris,a3,3,2,POS,XXXCO
bimestris,a3,3,2,POS,XXXCO
binominis,a3,3,2,POS,XXXCO
bipalmis,a3,3,2,POS,XXXEO
bipedalis,a3,3,2,POS,XXXCO
bipennis,a3,3,2,POS,XXXDO
bipensilis,a3,3,2,POS,XXXFS
bipinnis,a3,3,2,POS,XXXDO
biremis,a3,3,2,POS,XWXEO
bisextialis,a3,3,2,POS,DLXES
bisextilis,a3,3,2,POS,EXXFE
bisolis,a3,3,2,POS,DXXFS
bissextilis,a3,3,2,POS,EXXFE
bisulcis,a3,3,2,POS,XXXCO
blasphemabilis,a3,3,2,POS,DEXES
boopis,a3,3,2,POS,XXXFO
borealis,a3,3,2,POS,XXXFS
bovilis,a3,3,2,POS,XAXFO
bracchialis,a3,3,2,POS,XXXEO
bracchiolaris,a3,3,2,POS,XAXFS
brachialis,a3,3,2,POS,XXXEO
brachiolaris,a3,3,2,POS,XAXFS
bracilis,a3,3,2,POS,XXFEO
bractealis,a3,3,2,POS,DXXES
bravialis,a3,3,2,POS,EEXEM
brevis,a3,3,2,nor,XXXAO
breviloquis,a3,3,2,POS,DGXES
brumalis,a3,3,2,POS,XSXCO
brutalis,a3,3,2,POS,FXXDF
buccellaris,a3,3,2,POS,XAXFS
bustualis,a3,3,2,POS,DXXES
buxeirostris,a3,3,2,POS,XAXFO
cachinnabilis,a3,3,2,POS,XXXFO
cadialis,a3,3,2,POS,DXXFS
caelestis,a3,3,2,nor,XXXBO
caelibalis,a3,3,2,POS,DXXES
caelibaris,a3,3,2,POS,XXXFS
caeremonialis,a3,3,2,POS,FEXEF
caerimonialis,a3,3,2,POS,DEXFS
calcabilis,a3,3,2,POS,EXXFE
calcarensis,a3,3,2,POS,XTXIO
calcariensis,a3,3,2,POS,XTXIO
calculensis,a3,3,2,POS,XAXNO
calefactabilis,a3,3,2,POS,DXXFS
caligaris,a3,3,2,POS,XWXEO
cambialis,a3,3,2,POS,GXXEK
cameralis,a3,3,2,POS,FXXFE
campestris,a3,3,2,POS,XXXBO
canaliensis,a3,3,2,POS,XXXNO
canicularis,a3,3,2,POS,DXXES
caniformis,a3,3,2,POS,DXXFS
canonicalis,a3,3,2,POS,FEXCE
cantabilis,a3,3,2,POS,XDXES
capabilis,a3,3,2,POS,DEXES
capillaris,a3,3,2,POS,DXXES
capitalis,a3,3,2,nor,XXXBO
capitularis,a3,3,2,POS,XLXIO
caprilis,a3,3,2,POS,XAXFO
captibilis,a3,3,2,POS,DXXFS
capularis,a3,3,2,POS,XXXEO
caputalis,a3,3,2,nor,XXXBO
carceralis,a3,3,2,POS,DXXES
cardinalis,a3,3,2,POS,XTXFO
carnalis,a3,3,2,POS,DEXCS
Carthaginiensis,a3,3,2,POS,XXACO
castigabilis,a3,3,2,POS,XXXFO
castimonialis,a3,3,2,POS,DEXFS
castrensis,a3,3,2,POS,XWXBO
casualis,a3,3,2,POS,XXXEO
cathedralis,a3,3,2,POS,EEXEE
caudicalis,a3,3,2,POS,XAXFO
causalis,a3,3,2,POS,DLXES
causidicalis,a3,3,2,POS,XLXFO
cautionalis,a3,3,2,POS,XLXFO
cavealis,a3,3,2,POS,DXXFS
caviaris,a3,3,2,POS,XEXFS
celebris,a3,3,2,POS,XXXCO
celebrabilis,a3,3,2,POS,DXXES
celestis,a3,3,2,nor,FXXBO
cellaris,a3,3,2,POS,XAXFO
cellariensis,a3,3,2,POS,DXXFS
cellularis,a3,3,2,POS,GSXEK
cenalis,a3,3,2,POS,XXXFO
censualis,a3,3,2,POS,XLXEO
centenionalis,a3,3,2,POS,DLXFS
centesimalis,a3,3,2,POS,HXXEK
centimalis,a3,3,2,POS,DBXFS
centralis,a3,3,2,POS,XXXNO
centumviralis,a3,3,2,POS,XLXCO
centurialis,a3,3,2,POS,XXXEO
Cerealis,a3,3,2,POS,XEXCO
cerebralis,a3,3,2,POS,GBXEK
ceremonialis,a3,3,2,POS,FEXFS
cerimonialis,a3,3,2,POS,DEXFS
choralis,a3,3,2,POS,FEXEE
chortalis,a3,3,2,POS,XAXEO
chrismalis,a3,3,2,POS,EEXFE
Christifidelis,a3,3,2,POS,FEXEE
cibalis,a3,3,2,POS,DXXFS
cincinnalis,a3,3,2,POS,DXXFS
circensis,a3,3,2,POS,XXXCO
circiensis,a3,3,2,POS,XXXEO
circularis,a3,3,2,POS,XXXFO
circumcordialis,a3,3,2,POS,DBXFS
circumflexibilis,a3,3,2,POS,DGXFS
circumiectalis,a3,3,2,POS,GXXEK
circumvolitabilis,a3,3,2,POS,DXXFS
Cisterciensis,a3,3,2,POS,FXXEE
citiremis,a3,3,2,POS,XWXFO
civilis,a3,3,2,POS,XLXAO
clabularis,a3,3,2,POS,DWXFS
claustralis,a3,3,2,POS,DWXFS
clavularis,a3,3,2,POS,DWXFS
clericalis,a3,3,2,POS,DEXCS
clivis,a3,3,2,POS,XTXEO
cloacalis,a3,3,2,POS,XXXFO
clunalis,a3,3,2,POS,DAXFS
Cluniacensis,a3,3,2,POS,FEXEE
clusaris,a3,3,2,POS,XXXCO
clusilis,a3,3,2,POS,XAXNO
coactilis,a3,3,2,POS,XXXFO
coaequalis,a3,3,2,POS,XXXEO
cochlearis,a3,3,2,POS,GBXEW
cocibilis,a3,3,2,POS,XXXNO
cocinaris,a3,3,2,POS,XXXFO
coctilis,a3,3,2,POS,XXXEO
codicillaris,a3,3,2,POS,XLXIO
coelestis,a3,3,2,POS,XXXCS
coemptionalis,a3,3,2,POS,XLXDS
cogitabilis,a3,3,2,POS,XXXEO
cognitionalis,a3,3,2,POS,DLXES
cognobilis,a3,3,2,nor,XXXEO
cognominis,a3,3,2,POS,XXXCO
cohibilis,a3,3,2,POS,XXXFO
cohortalis,a3,3,2,POS,XAXEO
collaris,a3,3,2,POS,XBXFO
collateralis,a3,3,2,POS,FLXFE
collaudabilis,a3,3,2,POS,DXXFS
collegialis,a3,3,2,POS,XXXIO
colliciaris,a3,3,2,POS,XAXFO
colluviaris,a3,3,2,POS,XAXFO
colorabilis,a3,3,2,POS,DDXFS
coloratilis,a3,3,2,POS,XXXFO
columis,a3,3,2,POS,XXXFO
columellaris,a3,3,2,POS,XAXES
columnaris,a3,3,2,POS,DEXES
comis,a3,3,2,nor,XXXBO
combustibilis,a3,3,2,POS,GXXEK
comestabilis,a3,3,2,POS,EXXFE
comestibilis,a3,3,2,POS,DXXFS
comitabilis,a3,3,2,POS,DXXFS
comitatensis,a3,3,2,POS,DLXES
comitialis,a3,3,2,POS,XLXCO
commeabilis,a3,3,2,POS,DXXES
commeatalis,a3,3,2,POS,DXXES
commemorabilis,a3,3,2,POS,XXXEO
commendabilis,a3,3,2,nor,XXXDO
commensurabilis,a3,3,2,POS,DSXFS
commictilis,a3,3,2,POS,XXXFO
commiscibilis,a3,3,2,POS,DXXFS
commissuralis,a3,3,2,POS,DXXES
commobilis,a3,3,2,POS,DXXFS
commortalis,a3,3,2,POS,XXXFO
communis,a3,3,2,POS,XXXAO
communalis,a3,3,2,POS,DAXFS
communicabilis,a3,3,2,POS,EXXFP
commutabilis,a3,3,2,POS,XXXCO
comoinis,a3,3,2,POS,XXXES
compactilis,a3,3,2,POS,XXXDO
comparabilis,a3,3,2,POS,XXXDO
comparilis,a3,3,2,POS,DXXES
compassibilis,a3,3,2,POS,DXXFS
compernis,a3,3,2,POS,XBXEO
competalis,a3,3,2,POS,XEXEO
compitalis,a3,3,2,POS,XEXEO
compitensis,a3,3,2,POS,XXXIO
complicabilis,a3,3,2,POS,DXXFS
comportionalis,a3,3,2,POS,DAXES
comprehendibilis,a3,3,2,POS,XXXEO
comprehensibilis,a3,3,2,POS,XXXEO
comprovincialis,a3,3,2,POS,DXXFS
comptionalis,a3,3,2,POS,XLXES
computabilis,a3,3,2,POS,XXXNO
comunis,a3,3,2,POS,XXXEO
conabilis,a3,3,2,POS,DXXFS
conceptionalis,a3,3,2,POS,DXXES
conchortalis,a3,3,2,POS,XWXIO
conciliaris,a3,3,2,POS,DEXFE
concinnis,a3,3,2,POS,XXXFO
concionalis,a3,3,2,POS,EXXDO
concohortalis,a3,3,2,POS,XWXIO
concordis,a3,3,2,nor,DXXCO
concordabilis,a3,3,2,POS,DXXFS
concordialis,a3,3,2,POS,DXXFS
concorporalis,a3,3,2,POS,DXXFS
concubinalis,a3,3,2,POS,DXXFS
concubitalis,a3,3,2,POS,XXXFO
concupiscentialis,a3,3,2,POS,DXXFS
concupiscibilis,a3,3,2,POS,DEXFS
concurialis,a3,3,2,POS,XLXIO
concussibilis,a3,3,2,POS,DXXFS
condemnabilis,a3,3,2,POS,DXXFS
condicionabilis,a3,3,2,POS,DXXFS
condicionalis,a3,3,2,POS,XXXEO
conditionabilis,a3,3,2,POS,DXXFS
conditionalis,a3,3,2,POS,XXXES
conducibilis,a3,3,2,nor,XXXDO
confatalis,a3,3,2,POS,XXXEO
confessionalis,a3,3,2,POS,EEXFE
confinis,a3,3,2,POS,XXXCO
confixilis,a3,3,2,POS,XXXFO
conflatilis,a3,3,2,POS,DXXES
conformis,a3,3,2,POS,DXXFS
conformalis,a3,3,2,POS,DEXES
congerminalis,a3,3,2,POS,DAXFS
congialis,a3,3,2,POS,BSXFO
congluvialis,a3,3,2,POS,XXXFO
congregabilis,a3,3,2,POS,XXXFO
congregalis,a3,3,2,POS,DXXFS
conjecturalis,a3,3,2,POS,XGXBO
conjugalis,a3,3,2,POS,XXXCO
conjugialis,a3,3,2,POS,XXXEO
conlaudabilis,a3,3,2,POS,DXXFS
conlegialis,a3,3,2,POS,XXXIO
conliciaris,a3,3,2,POS,XAXFO
conluviaris,a3,3,2,POS,XAXFO
conmemorabilis,a3,3,2,POS,XXXES
conmunis,a3,3,2,POS,XXXAO
conmunicabilis,a3,3,2,POS,EXXFP
connubialis,a3,3,2,POS,XXXES
conparabilis,a3,3,2,POS,XXXDO
conpetalis,a3,3,2,POS,XEXEO
conpitalis,a3,3,2,POS,XEXEO
conpitensis,a3,3,2,POS,XXXIO
conprehendibilis,a3,3,2,POS,XXXEO
conprehensibilis,a3,3,2,POS,XXXEO
conputabilis,a3,3,2,POS,XXXNO
conrugis,a3,3,2,POS,XXXFS
conruptibilis,a3,3,2,nor,DXXES
conseminalis,a3,3,2,POS,XAXEO
consensualis,a3,3,2,POS,GXXEK
conservabilis,a3,3,2,POS,DXXES
consimilis,a3,3,2,POS,XXXCO
consistorialis,a3,3,2,POS,EEXFE
consociabilis,a3,3,2,POS,DXXFS
consolabilis,a3,3,2,POS,XXXEO
