lexeme,category,conjugation,variation,kind,additional_info
circumtermino,v1,1,nor,TRA,DXXFS
circumtinnio,v4,4,nor,TRA,XXXFO
circumtollo,v3,3,nor,TRA,DXXFS
circumtono,v1,1,nor,TRA,XXXEO
circumtremo,v3,3,nor,TRA,XXXFS
circumvado,v3,3,nor,TRA,XXXEO
circumvago,v1,1,nor,DEP,XXXFO
circumvallo,v1,1,nor,TRA,XWXCO
circumvecto,v1,1,nor,TRA,XXXCS
circumvectito,v1,1,nor,DEP,BXXFS
circumveho,v3,3,nor,DEP,XXXCO
circumvelo,v1,1,nor,TRA,XXXFS
circumvenio,v4,4,nor,TRA,XXXBO
circumverro,v3,3,nor,TRA,XXXFO
circumverso,v1,1,nor,DEP,XXXFO
circumverto,v3,3,nor,TRA,XXXCO
circumvestio,v4,4,nor,TRA,XXXEO
circumvincio,v4,4,nor,TRA,XXXEO
circumviso,v3,3,nor,TRA,XXXFO
circumvolo,v1,1,nor,nor,XXXCO
circumvolito,v1,1,nor,TRA,XXXCO
circumvoluto,v1,1,nor,DEP,XXXNO
circumvolvo,v3,3,nor,TRA,XXXCO
circumvorso,v1,1,nor,DEP,XXXFS
circumvorto,v3,3,nor,TRA,BXXCS
circundo,v1,1,nor,TRA,XXXEO
cito,v1,1,nor,TRA,XXXAO
citharizo,v1,1,nor,INT,XDXFO
civilizo,v1,1,nor,nor,GXXEK
clamo,v1,1,nor,nor,XXXAO
clamito,v1,1,nor,nor,XXXBO
clango,v3,3,nor,INT,XXXCO
claro,v1,1,nor,nor,XXXCO
claresco,v3,3,nor,INT,XXXCO
clarico,v1,1,nor,INT,XXXFO
claricito,v1,1,nor,nor,DXXES
clarifico,v1,1,nor,TRA,DEXCS
clarigo,v1,1,nor,INT,XLXNO
clarigito,v1,1,nor,nor,DXXES
clatro,v1,1,nor,TRA,XXXFO
claudo,v3,3,nor,TRA,XXXAO
claudico,v1,1,nor,INT,XXXBO
clavo,v1,1,nor,TRA,DXXCS
clepo,v3,3,nor,TRA,XXXCO
clino,v1,1,nor,TRA,XXXFS
clingo,v3,3,nor,TRA,XXXFO
clipeo,v1,1,nor,TRA,XWXFO
cloaco,v1,1,nor,TRA,DXXFS
clodo,v3,3,nor,TRA,XXXNS
clodico,v1,1,nor,INT,XXXFO
clonizo,v1,1,nor,nor,HSXEK
cluo,v3,3,nor,TRA,XEXEO
cludo,v3,3,nor,TRA,XXXAO
clueo,v1,1,nor,TRA,XEXEO
clupeo,v1,1,nor,TRA,XWXFO
clypeo,v1,1,nor,TRA,XWXFS
clysterizo,v1,1,nor,TRA,DBXES
coaccedo,v3,3,nor,INT,BXXFS
coacervo,v1,1,nor,TRA,XXXBO
coacesco,v3,3,nor,INT,XXXCO
coacto,v1,1,nor,INT,XXXFO
coaddo,v3,3,nor,TRA,XXXFO
coadjuto,v1,1,nor,TRA,FXXEE
coadoro,v1,1,nor,TRA,DEXES
coadulesco,v3,3,nor,INT,DEXFS
coaduno,v1,1,nor,TRA,XXXEO
coaedifico,v1,1,nor,TRA,XXXEO
coaegresco,v3,3,nor,INT,DBXFS
coaegroto,v1,1,nor,INT,DBXFS
coaequo,v1,1,nor,TRA,XXXCO
coaestimo,v1,1,nor,TRA,XXXFO
coaetaneo,v1,1,nor,INT,DXXFS
coaggero,v1,1,nor,TRA,XXXFO
coagito,v1,1,nor,TRA,DBXFS
coagmento,v1,1,nor,nor,XXXCO
coagulo,v1,1,nor,TRA,XAXDO
coalo,v3,3,nor,TRA,DEXFS
coalesco,v3,3,nor,INT,XXXBO
coambulo,v1,1,nor,INT,DXXFS
coangusto,v1,1,nor,TRA,XXXCO
coapto,v1,1,nor,TRA,XXXFO
coarcto,v1,1,nor,TRA,XXXBO
coaresco,v3,3,nor,INT,DXXFS
coarguo,v3,3,nor,TRA,XLXBO
coarmo,v1,1,nor,TRA,DWXFS
coarto,v1,1,nor,TRA,XXXBO
coarticulo,v1,1,nor,TRA,DXXFS
coasso,v1,1,nor,TRA,XXXFS
coassumo,v3,3,nor,TRA,DEXFS
coaudio,v4,4,nor,TRA,XXXEO
coaudito,v1,1,nor,TRA,DXXES
coaxo,v1,1,nor,TRA,XXXFO
coco,v3,3,nor,TRA,XXXAO
cocino,v1,1,nor,TRA,XXXEO
cociono,v1,1,nor,DEP,XXXFO
cocito,v1,1,nor,TRA,BXXFO
coeo,v6,6,1,nor,XXXAO
coemo,v3,3,nor,TRA,XXXCO
coeno,v1,1,nor,nor,XXXBS
coenaturio,v4,4,nor,INT,XXXFS
coenito,v1,1,nor,nor,XXXCS
coepio,v3,3,nor,nor,XXXAO
coepto,v1,1,nor,nor,XXXCO
coepulo,v1,1,nor,DEP,DXXFS
coerro,v1,1,nor,INT,XXXFO
coextendo,v3,3,nor,INT,FXXFE
cogo,v3,3,nor,TRA,XXXAO
cogito,v1,1,nor,nor,XXXAO
cognomino,v1,1,nor,TRA,XXXBO
cognosco,v3,3,nor,TRA,XXXAO
cogulo,v1,1,nor,TRA,XXXFO
cohabito,v1,1,nor,INT,DXXES
cohaeresco,v3,3,nor,INT,XXXCO
coheresco,v3,3,nor,INT,XXXCS
cohonesto,v1,1,nor,TRA,XXXCO
cohorresco,v3,3,nor,INT,XXXDO
cohorto,v1,1,nor,TRA,DXXES
cohumido,v1,1,nor,TRA,XXXFO
coicio,v3,3,nor,TRA,XXXAO
coimbibo,v3,3,nor,TRA,DXXFS
coincido,v3,3,nor,INT,FXXEE
coinquo,v3,3,nor,TRA,XXXIO
coinquio,v4,4,nor,TRA,XXXIO
coinquino,v1,1,nor,TRA,XXXCO
cointelligo,v3,3,nor,TRA,FXXEE
cojecto,v1,1,nor,nor,XXXCO
colo,v1,1,nor,TRA,XTXCO
colo,v3,3,nor,nor,XXXAO
colaphizo,v1,1,nor,TRA,DXXFS
colesco,v3,3,nor,INT,XXXCO
coligo,v1,1,nor,TRA,XXXEO
collabo,v3,3,nor,DEP,XXXBO
collabasco,v3,3,nor,INT,XXXFO
collabefacto,v1,1,nor,nor,XXXFO
collabefio,v3,3,nor,SEM,XXXDO
collabello,v1,1,nor,TRA,XXXFO
collaboro,v1,1,nor,INT,DXXFS
collacero,v1,1,nor,TRA,XXXFO
collacrimo,v1,1,nor,nor,XXXDO
collacrumo,v1,1,nor,nor,XXXES
collaeto,v1,1,nor,DEP,DXXFS
collambo,v3,3,nor,TRA,XXXEV
collatero,v1,1,nor,TRA,DXXFS
collatro,v1,1,nor,TRA,XXXFO
collaudo,v1,1,nor,TRA,XXXCO
collaxo,v1,1,nor,TRA,XXXFO
collesco,v3,3,nor,INT,DXXES
collevo,v1,1,nor,TRA,XXXDO
collibro,v1,1,nor,TRA,XAXFO
collido,v3,3,nor,TRA,XXXBO
colligo,v3,3,nor,TRA,XXXAO
colligo,v1,1,nor,TRA,XXXBO
collimo,v1,1,nor,TRA,XXXFO
collimito,v1,1,nor,INT,DXXES
collino,v3,3,nor,TRA,XXXDO
collineo,v1,1,nor,TRA,XXXDO
collinio,v1,1,nor,TRA,XXXDO
colliquefacio,v3,3,nor,TRA,XSXEO
colliquefio,v3,3,nor,SEM,XSXEO
colliquesco,v3,3,nor,TRA,XXXDO
colloco,v1,1,nor,TRA,XXXAO
collocupleto,v1,1,nor,TRA,XXXEO
colloquo,v3,3,nor,DEP,XXXBO
colluo,v3,3,nor,TRA,XXXCO
colluco,v1,1,nor,TRA,XAXEO
collucto,v1,1,nor,DEP,XXXCO
colludo,v3,3,nor,INT,XXXCO
collumino,v1,1,nor,TRA,XXXFO
collustro,v1,1,nor,TRA,XXXCO
collutito,v1,1,nor,TRA,DXXES
collutlento,v1,1,nor,TRA,XXXFO
coloro,v1,1,nor,TRA,XXXBO
columbo,v1,1,nor,DEP,XXXFO
como,v3,3,nor,TRA,XXXCO
como,v1,1,nor,nor,DXXES
comaudio,v4,4,nor,TRA,XXXEO
combibo,v3,3,nor,nor,XXXBO
combino,v1,1,nor,TRA,DXXES
combullio,v4,4,nor,TRA,XXXFO
comburo,v3,3,nor,TRA,DXXBW
comedo,v3,3,nor,TRA,XXXBO
comedo,v7,7,3,TRA,XXXBO
comiso,v1,1,nor,DEP,XXXCO
comisso,v1,1,nor,DEP,XXXCO
comito,v1,1,nor,TRA,XXXCO
comitio,v1,1,nor,INT,XLXEO
commacero,v1,1,nor,TRA,DXXES
commacesco,v3,3,nor,INT,DXXFS
commaculo,v1,1,nor,TRA,XXXCO
commalaxo,v1,1,nor,TRA,XXXFO
commalleo,v1,1,nor,TRA,XXXFO
commalliolo,v1,1,nor,TRA,XXXFO
commando,v3,3,nor,TRA,DXXES
commanduco,v1,1,nor,TRA,XXXEO
commanifesto,v1,1,nor,TRA,DEXFS
commargino,v1,1,nor,TRA,DXXFS
commasculo,v1,1,nor,TRA,XXXEO
commastico,v1,1,nor,TRA,DXXFS
commaturesco,v3,3,nor,INT,XXXFO
commeo,v1,1,nor,nor,XXXBO
commedito,v1,1,nor,DEP,XXXEO
commeio,v3,3,nor,TRA,XXXEO
commeleto,v1,1,nor,INT,XXXFO
commemoro,v1,1,nor,TRA,XXXBO
commendo,v1,1,nor,TRA,XXXAO
commensuro,v1,1,nor,nor,DSXFE
commento,v1,1,nor,TRA,XXXES
commentio,v4,4,nor,DEP,XXXDO
commerco,v1,1,nor,DEP,XXXDO
commercio,v1,1,nor,DEP,DXXFS
commeto,v1,1,nor,nor,XXXDO
commetio,v4,4,nor,DEP,XSXDO
commigro,v1,1,nor,INT,XXXCO
commilito,v1,1,nor,INT,XWXFO
commino,v1,1,nor,TRA,XXXFO
commingo,v3,3,nor,TRA,XXXDS
comminisco,v3,3,nor,nor,XXXBO
comminuo,v3,3,nor,TRA,XXXBO
commiso,v1,1,nor,DEP,XXXCS
commisero,v1,1,nor,DEP,XXXCO
commiseresco,v3,3,nor,INT,XXXCO
commisso,v1,1,nor,DEP,XXXCS
commitigo,v1,1,nor,TRA,XXXFO
committo,v3,3,nor,nor,XXXAO
commodo,v1,1,nor,nor,XXXBO
commoenio,v4,4,nor,TRA,XWXCO
commolo,v3,3,nor,TRA,XXXEO
commolio,v4,4,nor,DEP,XXXDO
commollio,v4,4,nor,TRA,DXXFS
commonefacio,v3,3,nor,TRA,XXXCO
commonefio,v3,3,nor,SEM,XXXCO
commonstro,v1,1,nor,TRA,XXXCO
commoro,v1,1,nor,nor,DXXCS
commorio,v3,3,nor,DEP,XXXCO
commorsico,v1,1,nor,TRA,XXXEO
commorsito,v1,1,nor,TRA,DXXDS
commostro,v1,1,nor,TRA,XXXCO
commoto,v1,1,nor,TRA,DXXDS
commulco,v1,1,nor,TRA,DXXFS
commundo,v1,1,nor,TRA,XXXDO
communio,v4,4,nor,TRA,XWXCO
communico,v1,1,nor,TRA,XXXAO
commuro,v3,3,nor,TRA,XXXBO
commurmuro,v1,1,nor,INT,XXXDO
commuto,v1,1,nor,TRA,XXXAO
compaco,v1,1,nor,TRA,DEXES
compacisco,v3,3,nor,DEP,XXXFO
compagino,v1,1,nor,nor,DXXES
compalpo,v1,1,nor,TRA,DXXFS
comparo,v1,1,nor,TRA,XXXAO
comparco,v3,3,nor,TRA,DXXCO
compartio,v3,3,nor,DEP,XXXIO
comparturio,v4,4,nor,INT,DXXES
compasco,v3,3,nor,TRA,XAXCO
compatio,v3,3,nor,DEP,DXXDS
compavesco,v3,3,nor,INT,XXXFO
compavio,v4,4,nor,TRA,XXXFO
compecco,v1,1,nor,INT,DXXES
compecisco,v3,3,nor,DEP,XXXFO
compedio,v4,4,nor,TRA,XXXEO
compello,v1,1,nor,TRA,XXXBO
compello,v3,3,nor,TRA,XXXAO
compendo,v3,3,nor,TRA,XXXFO
compendio,v1,1,nor,TRA,DEXES
compenso,v1,1,nor,TRA,XXXBO
comperco,v3,3,nor,TRA,DXXCO
compereo,v6,6,1,INT,DXXFS
comperendino,v1,1,nor,TRA,XLXCO
comperio,v4,4,nor,TRA,XXXAO
compesco,v3,3,nor,TRA,XXXAO
compestro,v1,1,nor,DEP,FXXEE
competo,v3,3,nor,nor,XXXBO
compilo,v1,1,nor,TRA,XXXCO
compingo,v3,3,nor,TRA,XXXBO
compinguesco,v3,3,nor,INT,DXXFS
complaco,v1,1,nor,TRA,XXXFO
complano,v1,1,nor,TRA,XXXCO
complanto,v1,1,nor,TRA,DAXES
complaudo,v3,3,nor,INT,DXXFS
complecto,v3,3,nor,TRA,XXXCO
complexo,v1,1,nor,TRA,FXXFE
complico,v1,1,nor,TRA,XXXCO
complodo,v3,3,nor,TRA,XXXCO
comploro,v1,1,nor,nor,XXXCO
compluo,v3,3,nor,DEP,DXXES
compono,v3,3,nor,TRA,XXXAO
comporto,v1,1,nor,TRA,XXXCO
compoto,v1,1,nor,INT,XXXFO
compotio,v4,4,nor,TRA,XXXDO
compraecido,v3,3,nor,TRA,XXXFO
compreco,v1,1,nor,DEP,XEXCO
comprehendo,v3,3,nor,TRA,XXXAO
comprehenso,v1,1,nor,TRA,XXXFO
comprendo,v3,3,nor,TRA,XXXAO
compresso,v1,1,nor,TRA,DXXES
comprimo,v3,3,nor,TRA,XXXAO
comprobo,v1,1,nor,TRA,XXXBO
compromitto,v3,3,nor,nor,XXXCO
compugno,v1,1,nor,INT,XXXEO
compulso,v1,1,nor,TRA,XXXFO
compungo,v3,3,nor,TRA,XXXEP
compurgo,v1,1,nor,TRA,XEXNS
computo,v1,1,nor,TRA,XSXBO
computesco,v3,3,nor,INT,XXXCO
computresco,v3,3,nor,INT,XXXCO
cono,v1,1,nor,DEP,XXXBO
conangusto,v1,1,nor,TRA,XXXCO
conaudito,v1,1,nor,TRA,DXXES
conbibo,v3,3,nor,nor,XXXBO
conbullio,v4,4,nor,TRA,XXXFO
