lexeme,category,conjugation,variation,kind,additional_info
subintroeo,v6,6,1,TRA,EXXES
subinvito,v1,1,nor,nor,XXXDS
subirasco,v3,3,nor,DEP,XXXDO
subjecto,v1,1,nor,nor,XXXDX
subjicio,v3,3,nor,TRA,XXXCS
subjugo,v1,1,nor,TRA,XXXEO
subjungo,v3,3,nor,nor,XXXDX
sublabo,v3,3,nor,DEP,XXXCO
sublecto,v1,1,nor,TRA,BXXDS
sublego,v3,3,nor,nor,XXXDX
sublevo,v1,1,nor,nor,XXXDX
subligo,v1,1,nor,nor,XXXDX
sublimo,v1,1,nor,TRA,XXXCO
sublino,v3,3,nor,TRA,XXXCO
subllabo,v3,3,nor,DEP,XXXDX
subluo,v3,3,nor,nor,XXXDX
submergo,v3,3,nor,nor,XXXDX
subministro,v1,1,nor,nor,XXXDX
submitto,v3,3,nor,nor,XXXBX
submurmuro,v1,1,nor,INT,XXXFO
submuto,v1,1,nor,TRA,XXXEC
subnasco,v3,3,nor,DEP,XXXCO
subnecto,v3,3,nor,nor,XXXDX
subnego,v1,1,nor,TRA,XXXDS
subnervo,v1,1,nor,TRA,DXXDS
subnervio,v1,1,nor,TRA,XXXFO
subnoto,v1,1,nor,nor,GXXEK
subodoro,v1,1,nor,nor,GXXEK
suboffendo,v3,3,nor,INT,XXXDS
subolesco,v3,3,nor,nor,XXXDX
suborio,v4,4,nor,DEP,XXXDX
suborno,v1,1,nor,nor,XXXDX
subpuro,v1,1,nor,INT,XBXCO
subremigo,v1,1,nor,nor,XXXDX
subrepo,v3,3,nor,nor,XXXCO
subrigo,v3,3,nor,nor,XXXEZ
subringo,v3,3,nor,DEP,XXXEC
subripio,v3,3,nor,nor,XXXDX
subrogo,v1,1,nor,TRA,XLXCO
subruo,v3,3,nor,nor,XXXDX
subsanno,v1,1,nor,TRA,DXXCS
subscribo,v3,3,nor,nor,XXXDX
subseco,v1,1,nor,nor,XXXDX
subsentio,v4,4,nor,TRA,XXXDS
subsequo,v3,3,nor,DEP,XXXBX
subsero,v3,3,nor,TRA,XXXDS
subsido,v3,3,nor,nor,XXXDX
subsilio,v4,4,nor,INT,XXXCO
subsilio,v1,1,nor,INT,EXXFT
subsisto,v3,3,nor,nor,XXXBX
subsortio,v4,4,nor,DEP,XXXEO
substo,v1,1,nor,INT,XXXFS
substerno,v3,3,nor,nor,XXXDX
substituo,v3,3,nor,TRA,XXXBO
substringo,v3,3,nor,nor,XXXDX
substruo,v3,3,nor,nor,XXXDX
subsulto,v1,1,nor,INT,XXXDO
subtendo,v3,3,nor,nor,XXXDX
subtero,v3,3,nor,TRA,XXXDS
subterduco,v3,3,nor,TRA,BXXDS
subterfugio,v3,3,nor,nor,XXXDX
subterlabo,v3,3,nor,DEP,XXXDX
subtexo,v3,3,nor,nor,XXXDX
subtraho,v3,3,nor,nor,XXXDX
subvecto,v1,1,nor,nor,XXXDX
subveho,v3,3,nor,nor,XXXDX
subvenio,v4,4,nor,nor,XXXBX
subvento,v1,1,nor,DAT,XXXBS
subverto,v3,3,nor,nor,XXXDX
subvolo,v1,1,nor,nor,XXXDX
subvolvo,v3,3,nor,nor,XXXDX
succedo,v3,3,nor,nor,XXXBX
succendo,v3,3,nor,nor,XXXBX
succenturio,v1,1,nor,TRA,XXXFS
succido,v3,3,nor,TRA,XXXBO
succino,v3,3,nor,nor,XXXEC
succingo,v3,3,nor,nor,XXXDX
succlamo,v1,1,nor,nor,XXXDX
succollo,v1,1,nor,nor,XXXDX
succresco,v3,3,nor,nor,XXXDX
succumbo,v3,3,nor,INT,XXXAO
succurro,v3,3,nor,nor,XXXBX
succutio,v3,3,nor,nor,XXXDX
sudo,v1,1,nor,nor,XXXDX
suesco,v3,3,nor,nor,XXXBX
suffarcino,v1,1,nor,nor,XXXEC
suffero,v3,3,nor,nor,XXXDX
suffervefacio,v3,3,nor,TRA,XXXEO
suffio,v4,4,nor,nor,XXXDX
sufficio,v3,3,nor,nor,XXXAX
suffigo,v3,3,nor,TRA,XXXBO
sufflo,v1,1,nor,nor,XXXDX
suffoco,v1,1,nor,TRA,XXXEC
suffodio,v3,3,nor,nor,XXXDX
suffrago,v1,1,nor,nor,XXXDX
suffrico,v1,1,nor,nor,XXXFS
suffringo,v3,3,nor,nor,XXXEC
suffugio,v3,3,nor,nor,XXXFS
suffulcio,v4,4,nor,nor,XXXDX
suffumigo,v1,1,nor,TRA,XXXDS
suffundo,v3,3,nor,nor,XXXDX
suffuro,v1,1,nor,TRA,XXXEO
sugo,v3,3,nor,nor,XXXDX
suggero,v3,3,nor,nor,XXXDX
suggillo,v1,1,nor,nor,XXXDX
suggredio,v3,3,nor,DEP,XXXEC
sugillo,v1,1,nor,nor,XXXDX
sulco,v1,1,nor,nor,XXXDX
sullaturio,v4,4,nor,INT,XXXDS
sumo,v3,3,nor,nor,XXXAX
summergo,v3,3,nor,nor,XXXDX
sumministro,v1,1,nor,nor,XXXDX
summitto,v3,3,nor,nor,XXXDX
summonio,v4,4,nor,nor,FLXFJ
summurmuro,v1,1,nor,INT,XXXFO
summuto,v1,1,nor,TRA,XXXEC
supo,v1,1,nor,TRA,XXXFO
supero,v1,1,nor,nor,XXXAX
superabundo,v1,1,nor,INT,DXXDS
superaddo,v3,3,nor,nor,XXXDX
superadicio,v3,3,nor,TRA,XXXDS
superaedifico,v1,1,nor,TRA,DXXDS
superappono,v3,3,nor,TRA,DXXDS
superbio,v4,4,nor,INT,XXXCO
superdo,v1,1,nor,TRA,XXXFO
superdico,v3,3,nor,INT,ELXES
superduco,v3,3,nor,TRA,XXXEO
superexalto,v1,1,nor,INT,DEXES
superexcedo,v3,3,nor,TRA,EXXDS
superfio,v3,3,nor,SEM,XXXDS
superfluo,v3,3,nor,nor,XXXCO
superfundo,v3,3,nor,nor,XXXCO
supergredio,v3,3,nor,DEP,XXXDX
superimpendo,v3,3,nor,TRA,EXXFS
superimpono,v3,3,nor,nor,XXXDX
superincumbo,v3,3,nor,nor,XXXDX
superingo,v3,3,nor,TRA,XXXDS
superinicio,v3,3,nor,TRA,XXXDX
superinjicio,v3,3,nor,TRA,XXXCS
superinpendo,v3,3,nor,TRA,EXXFS
superinsterno,v3,3,nor,nor,XXXDX
superinungo,v3,3,nor,TRA,XXXDS
superinvalesco,v3,3,nor,INT,EXXEP
superjacio,v3,3,nor,TRA,XXXDX
superlino,v3,3,nor,TRA,DXXDS
supermitto,v3,3,nor,TRA,DXXDS
supernato,v1,1,nor,INT,DXXDS
superobruo,v3,3,nor,TRA,XXXFO
superoccupo,v1,1,nor,nor,XXXDX
superonero,v1,1,nor,TRA,FXXFM
superpono,v3,3,nor,nor,XXXDX
superruo,v3,3,nor,nor,DXXDS
superscando,v3,3,nor,nor,XXXDX
supersido,v3,3,nor,ABL,EXXEP
supersto,v1,1,nor,nor,XXXCO
supersterno,v3,3,nor,nor,XXXDX
superstruo,v3,3,nor,TRA,DXXFS
supertego,v3,3,nor,TRA,XXXDS
supervado,v3,3,nor,nor,XXXDX
superveho,v3,3,nor,DEP,XXXDX
supervenio,v4,4,nor,nor,XXXAX
supervivo,v3,3,nor,nor,XXXDX
supervolo,v1,1,nor,nor,XXXDX
supervolito,v1,1,nor,nor,XXXDX
supino,v1,1,nor,nor,XXXDX
suppalpo,v1,1,nor,DEP,XXXFS
supparasito,v1,1,nor,DEP,BXXDS
suppedo,v3,3,nor,INT,XXXDS
suppedito,v1,1,nor,nor,XXXDX
suppeto,v3,3,nor,nor,XXXDX
suppetio,v1,1,nor,DEP,XXXEC
suppilo,v1,1,nor,TRA,XXXDS
suppingo,v3,3,nor,TRA,XXXDS
supplanto,v1,1,nor,nor,XXXEC
supplico,v1,1,nor,nor,XXXDX
supplodo,v3,3,nor,nor,XXXEC
suppono,v3,3,nor,nor,XXXBX
supporto,v1,1,nor,nor,XXXDX
supprimo,v3,3,nor,nor,XXXDX
suppullulo,v1,1,nor,nor,FXXFM
suppuro,v1,1,nor,INT,XBXCO
supputo,v1,1,nor,TRA,XXXEC
supradico,v3,3,nor,nor,XXXDX
suprascando,v3,3,nor,nor,XXXDX
suprascribo,v3,3,nor,TRA,EXXEP
surgo,v3,3,nor,nor,XXXAX
surpo,v3,3,nor,TRA,BXXFS
surrepo,v3,3,nor,nor,XXXCO
surrido,v3,3,nor,nor,DXXFS
surripio,v3,3,nor,TRA,XXXEC
surrogo,v1,1,nor,nor,FXXEM
suscipio,v3,3,nor,nor,XXXAX
suscito,v1,1,nor,nor,XXXDX
suspecto,v1,1,nor,TRA,XXXCO
suspendo,v3,3,nor,nor,XXXAX
suspico,v1,1,nor,DEP,XXXBX
suspicio,v3,3,nor,nor,XXXBX
suspiro,v1,1,nor,nor,XXXBX
sussulto,v1,1,nor,INT,XXXDO
sustento,v1,1,nor,nor,XXXDX
sustollo,v3,3,nor,nor,XXXDX
susurro,v1,1,nor,nor,XXXDX
sycophanto,v1,1,nor,DEP,BXXES
syllogizo,v1,1,nor,nor,FGXFM
symbolizo,v1,1,nor,nor,FXXEM
synchronizo,v1,1,nor,nor,GXXEK
syncopo,v1,1,nor,INT,EBXFP
tabefacio,v3,3,nor,TRA,EXXES
tabefio,v3,3,nor,SEM,EXXES
tabesco,v3,3,nor,nor,XXXDX
taedio,v1,1,nor,INT,EXXEP
tango,v3,3,nor,nor,XXXAX
tardo,v1,1,nor,nor,XXXBX
tardesco,v3,3,nor,nor,XXXDX
taxo,v1,1,nor,nor,XXXDX
tego,v3,3,nor,nor,XXXAX
telegrapho,v1,1,nor,nor,GXXEK
telephono,v1,1,nor,nor,HXXEK
temero,v1,1,nor,nor,XXXDX
temno,v3,3,nor,nor,XXXDX
tempero,v1,1,nor,nor,XXXAX
tempto,v1,1,nor,nor,XXXAX
tendo,v3,3,nor,nor,XXXAO
tenebro,v1,1,nor,nor,EXXES
tenebrasco,v3,3,nor,INT,DEXDX
tenebresco,v3,3,nor,INT,DEXDX
tenerasco,v3,3,nor,INT,XXXEC
tento,v1,1,nor,nor,XXXDX
tenuo,v1,1,nor,nor,XXXDX
tepefacio,v3,3,nor,TRA,XXXDX
tepefio,v3,3,nor,SEM,XXXDX
tepesco,v3,3,nor,INT,XXXCO
tero,v3,3,nor,nor,XXXBX
terebro,v1,1,nor,nor,XXXDX
tergo,v3,3,nor,nor,XXXDX
tergiverso,v1,1,nor,DEP,XXXDX
termino,v1,1,nor,nor,XXXDX
terrifico,v1,1,nor,nor,XXXDX
territo,v1,1,nor,nor,XXXDX
tertio,v1,1,nor,nor,XXXFS
testo,v1,1,nor,DEP,XXXBX
testifico,v1,1,nor,DEP,XXXDX
texo,v3,3,nor,nor,XXXBX
thermopoto,v1,1,nor,nor,XXXES
thesaurizo,v1,1,nor,TRA,EXXCS
tineo,v1,1,nor,INT,EXXFS
tingo,v3,3,nor,nor,XXXAO
tinguo,v3,3,nor,nor,XXXAO
tinnio,v4,4,nor,INT,XXXCO
tintino,v1,1,nor,nor,XXXDX
tintinno,v1,1,nor,nor,XXXDX
titio,v1,1,nor,INT,XAXFO
titillo,v1,1,nor,nor,XXXDX
titubo,v1,1,nor,nor,XXXDX
tolero,v1,1,nor,nor,XXXBX
tollo,v3,3,nor,TRA,XXXAX
tono,v1,1,nor,nor,XXXBX
tormento,v1,1,nor,TRA,EXXDP
torno,v1,1,nor,TRA,XXXCO
torpesco,v3,3,nor,nor,XXXDX
torresco,v3,3,nor,INT,XXXFO
torto,v1,1,nor,nor,XXXBS
tracto,v1,1,nor,nor,XXXBX
trado,v3,3,nor,nor,XXXAX
traduco,v3,3,nor,TRA,XXXAO
trafero,v3,3,nor,TRA,XXXAO
traho,v3,3,nor,nor,XXXAX
traicio,v3,3,nor,nor,XXXAX
trajicio,v3,3,nor,nor,XXXDX
trano,v1,1,nor,nor,XXXDX
tranquillo,v1,1,nor,nor,XXXDX
transabeo,v6,6,1,nor,XXXDX
transadigo,v3,3,nor,nor,XXXDX
transcendo,v3,3,nor,nor,XXXBO
transcido,v3,3,nor,TRA,DXXDS
transcribo,v3,3,nor,nor,XXXBO
transcurro,v3,3,nor,nor,XXXDX
transdo,v3,3,nor,TRA,DXXDS
transduco,v3,3,nor,TRA,XXXAO
transeo,v6,6,1,nor,XXXAX
transfero,v3,3,nor,TRA,XXXAO
transfigo,v3,3,nor,nor,XXXDX
transfiguro,v1,1,nor,TRA,XXXCO
transfluo,v3,3,nor,INT,DXXFS
transfodio,v3,3,nor,nor,XXXDX
transforo,v1,1,nor,TRA,DXXDS
transformo,v1,1,nor,nor,XXXDX
transfreto,v1,1,nor,nor,DXXCS
transfugio,v3,3,nor,nor,XXXDX
transfundo,v3,3,nor,nor,XXXES
transgradio,v3,3,nor,DEP,XXXCO
transgredio,v3,3,nor,DEP,XXXAO
transicio,v3,3,nor,nor,XXXDX
transigo,v3,3,nor,nor,XXXDX
transilio,v4,4,nor,nor,XXXDX
transjicio,v3,3,nor,nor,XXXDX
translato,v1,1,nor,TRA,FXXFM
transmeo,v1,1,nor,nor,XXXES
transmigro,v1,1,nor,nor,XXXDX
transmitto,v3,3,nor,nor,XXXBX
transmuto,v1,1,nor,nor,XXXDX
transno,v1,1,nor,nor,XXXDX
transnato,v1,1,nor,nor,XXXES
transnavigo,v1,1,nor,nor,XXXES
transnomino,v1,1,nor,TRA,DXXDS
transpicio,v3,3,nor,TRA,XXXEC
transpito,v1,1,nor,INT,XXXES
transplanto,v1,1,nor,TRA,DXXES
transporto,v1,1,nor,nor,XXXDX
transscendo,v3,3,nor,nor,XXXBO
transscribo,v3,3,nor,nor,XXXBO
transspicio,v3,3,nor,TRA,XXXEC
transuo,v3,3,nor,nor,XXXDX
transulto,v1,1,nor,nor,XXXDX
transveho,v3,3,nor,nor,XXXDX
transvenio,v4,4,nor,INT,EXXDS
transverbero,v1,1,nor,nor,XXXDX
transverso,v1,1,nor,nor,XXXDX
transverto,v3,3,nor,nor,XXXDX
transvolo,v1,1,nor,nor,XXXDX
transvolito,v1,1,nor,nor,XXXDX
transvoro,v1,1,nor,TRA,DXXDS
tranveho,v3,3,nor,nor,XXXDX
tremo,v3,3,nor,nor,XXXBX
tremefacio,v3,3,nor,TRA,XXXDX
tremesco,v3,3,nor,nor,XXXDX
tremisco,v3,3,nor,nor,XXXES
trepido,v1,1,nor,nor,XXXBX
trestorno,v1,1,nor,nor,FWXFM
treutino,v1,1,nor,nor,FXXEM
tribuo,v3,3,nor,nor,XXXBX
tribulo,v1,1,nor,TRA,XXXEO
trico,v1,1,nor,INT,DXXES
triplico,v1,1,nor,nor,FXXEM
tripodo,v1,1,nor,INT,XXXDX
tripudio,v1,1,nor,INT,XXXDX
tristo,v1,1,nor,DEP,XXXFS
tristifico,v1,1,nor,nor,FXXEM
trituro,v1,1,nor,TRA,EAXDS
triumpho,v1,1,nor,nor,XXXBX
trucido,v1,1,nor,nor,XXXDX
trucilo,v1,1,nor,INT,XAXFO
trudo,v3,3,nor,nor,XXXDX
trunco,v1,1,nor,nor,XXXDX
truso,v1,1,nor,nor,XXXBS
trusito,v1,1,nor,nor,XXXBS
trutino,v1,1,nor,nor,FXXEM
tuo,v1,1,nor,DEP,XXXCS
tuburcino,v1,1,nor,DEP,BXXFS
tudito,v1,1,nor,TRA,XXXEC
tuisso,v1,1,nor,nor,GXXEK
tumefacio,v3,3,nor,TRA,XXXDX
tumesco,v3,3,nor,nor,XXXDX
tumulo,v1,1,nor,nor,XXXDX
tumultuo,v1,1,nor,nor,XXXBO
tundo,v3,3,nor,nor,XXXDX
turbo,v1,1,nor,nor,XXXAX
turbido,v1,1,nor,TRA,DXXDS
turgesco,v3,3,nor,nor,XXXDX
turpo,v1,1,nor,nor,XXXDX
tussio,v4,4,nor,INT,XBXCO
tuto,v1,1,nor,nor,XXXDX
ulcero,v1,1,nor,nor,XXXDX
ulcisco,v3,3,nor,DEP,XXXBX
ululo,v1,1,nor,nor,XXXDX
umbro,v1,1,nor,nor,XXXDX
umecto,v1,1,nor,nor,XXXDX
umesco,v3,3,nor,nor,XXXDX
unctito,v1,1,nor,TRA,XEXCS
undo,v1,1,nor,INT,XXXBO
ungo,v3,3,nor,TRA,XXXBO
unguo,v3,3,nor,TRA,XXXBO
unio,v4,4,nor,TRA,XXXEO
unifico,v1,1,nor,nor,FXXEM
uro,v3,3,nor,nor,XXXBX
urco,v1,1,nor,INT,XAXFO
urino,v1,1,nor,nor,XXXDX
usito,v1,1,nor,DEP,BXXFO
ustilo,v1,1,nor,TRA,XXXEO
ustulo,v1,1,nor,nor,XXXDX
usucapio,v3,3,nor,nor,XXXDX
usurpo,v1,1,nor,nor,XXXDX
uto,v3,3,nor,DEP,XXXAX
utlago,v1,1,nor,nor,FLXFJ
uvesco,v3,3,nor,nor,XXXDX
uxorculo,v1,1,nor,INT,XXXFO
vaco,v1,1,nor,nor,XXXAX
vacefio,v3,3,nor,SEM,XXXFO
vacillo,v1,1,nor,nor,XXXDX
vacuo,v1,1,nor,nor,XXXDX
vacuefacio,v3,3,nor,TRA,XXXCO
vado,v3,3,nor,nor,XXXBX
vado,v1,1,nor,DEP,XXXDX
vadio,v1,1,nor,nor,FLXFY
vago,v1,1,nor,DEP,XXXBX
vagio,v4,4,nor,nor,XXXDX
valedico,v3,3,nor,INT,XXXFO
valefacio,v3,3,nor,INT,XXXFO
valesco,v3,3,nor,nor,XXXDX
vallo,v1,1,nor,nor,XXXDX
vanesco,v3,3,nor,nor,XXXDX
vaniloquo,v3,3,nor,DEP,XXXDX
vaporo,v1,1,nor,nor,XXXDX
vapulo,v1,1,nor,nor,XXXDX
vario,v1,1,nor,nor,XXXBX
varico,v1,1,nor,nor,XXXFS
vasto,v1,1,nor,nor,XXXDX
vaticino,v1,1,nor,DEP,XEXCO
vecto,v1,1,nor,TRA,XXXCO
vegeto,v1,1,nor,TRA,XXXCO
veho,v3,3,nor,nor,XXXBX
velo,v1,1,nor,nor,XXXBX
velifico,v1,1,nor,nor,XWXCO
velito,v1,1,nor,DEP,XXXFS
vello,v3,3,nor,TRA,XXXAO
vellico,v1,1,nor,nor,XXXDX
veno,v1,1,nor,DEP,XXXBX
vendo,v3,3,nor,nor,XXXAX
vendico,v1,1,nor,nor,XXXES
vendito,v1,1,nor,nor,XXXDX
veneo,v6,6,1,nor,XXXBO
veneno,v1,1,nor,nor,XXXDX
venero,v1,1,nor,nor,XXXDX
venio,v4,4,nor,nor,XXXAX
ventilo,v1,1,nor,nor,XXXDX
ventito,v1,1,nor,nor,XXXDX
venumdo,v1,1,nor,TRA,XXXCO
venundo,v1,1,nor,TRA,XXXCO
venusto,v1,1,nor,TRA,XXXDS
verbero,v1,1,nor,nor,XXXAX
verecundo,v1,1,nor,DEP,XXXDO
verfico,v1,1,nor,TRA,FXXEF
vergo,v3,3,nor,nor,XXXDX
verifico,v1,1,nor,TRA,FSXEF
vermino,v1,1,nor,nor,XBXFS
verno,v1,1,nor,nor,XXXDX
verro,v3,3,nor,nor,XXXDX
verrunco,v3,3,nor,nor,XXXDX
verso,v1,1,nor,nor,XXXAX
versifico,v1,1,nor,INT,XPXEC
verto,v3,3,nor,nor,XXXAX
vesco,v3,3,nor,DEP,XXXDX
vesperasco,v3,3,nor,nor,XXXDX
vestio,v4,4,nor,nor,XXXBX
vestigo,v1,1,nor,nor,XXXDX
veto,v1,1,nor,TRA,DPXAO
vetero,v1,1,nor,TRA,EXXFS
veterasco,v3,3,nor,INT,XXXEO
veteresco,v3,3,nor,INT,XXXFO
vexo,v1,1,nor,nor,XXXBX
vibro,v1,1,nor,nor,XXXDX
victimo,v1,1,nor,TRA,XEXFO
viduo,v1,1,nor,nor,XXXDX
vigesco,v3,3,nor,nor,XXXDX
vigilo,v1,1,nor,nor,XXXAX
vigoro,v1,1,nor,nor,EXXES
vilesco,v3,3,nor,INT,DXXCS
vilico,v1,1,nor,nor,XAXCO
vilipendo,v3,3,nor,nor,XXXDX
villico,v1,1,nor,nor,XAXCO
vinco,v3,3,nor,nor,XXXAX
vincio,v4,4,nor,nor,XXXBX
vindemio,v1,1,nor,nor,XAXDO
vindico,v1,1,nor,nor,XXXBX
violo,v1,1,nor,nor,XXXBX
viresco,v3,3,nor,nor,XXXDX
virido,v1,1,nor,nor,XXXDX
viso,v3,3,nor,nor,XXXBX
visco,v1,1,nor,TRA,XXXDS
visito,v1,1,nor,nor,XXXBX
vito,v1,1,nor,nor,XXXBX
vitio,v1,1,nor,nor,XXXDX
vitilitigo,v1,1,nor,nor,XXXFS
vitreo,v1,1,nor,nor,GXXEK
vitupero,v1,1,nor,nor,XXXDX
vivo,v3,3,nor,nor,XXXAX
vivesco,v3,3,nor,nor,XXXDX
vivifico,v1,1,nor,nor,EEXDX
vivisco,v3,3,nor,nor,XXXES
voco,v1,1,nor,nor,XXXAX
vocifero,v1,1,nor,DEP,XXXDX
vocito,v1,1,nor,nor,XXXDX
volo,v6,6,2,nor,XXXAX
volo,v1,1,nor,nor,XXXAX
volgo,v1,1,nor,nor,XXXDX
volito,v1,1,nor,nor,XXXBX
volnero,v1,1,nor,TRA,XXXBO
voluto,v1,1,nor,nor,XXXDX
volvo,v3,3,nor,TRA,XXXAO
vomo,v3,3,nor,nor,XXXDX
vomito,v1,1,nor,nor,XXXDX
voro,v1,1,nor,nor,XXXDX
voto,v1,1,nor,TRA,BXXAO
vulo,v6,6,2,nor,XXXEX
vulgo,v1,1,nor,nor,XXXBX
vulnero,v1,1,nor,TRA,XXXBO
warantizo,v1,1,nor,nor,FLXFJ
zelo,v1,1,nor,TRA,XEXFO
zinzio,v1,1,nor,nor,XXXDX
abarceo,v2,2,nor,TRA,XXXEO
aberceo,v2,2,nor,TRA,XXXEO
abhibeo,v2,2,nor,TRA,XXXEO
abhorreo,v2,2,nor,nor,XXXAO
abnueo,v2,2,nor,nor,BXXAO
aboleo,v2,2,nor,TRA,XXXBO
abscondeo,v2,2,nor,nor,EXXEW
absorbeo,v2,2,nor,TRA,XXXCO
abstergeo,v2,2,nor,TRA,XXXCO
absterreo,v2,2,nor,TRA,XXXCO
abstineo,v2,2,nor,nor,XXXAO
aceo,v2,2,nor,INT,XXXFO
acceo,v2,2,nor,TRA,BXXES
accenseo,v2,2,nor,TRA,XXXEO
accieo,v2,2,nor,TRA,DXXES
acueo,v2,2,nor,nor,FXXEK
adaugeo,v2,2,nor,TRA,XXXBO
addeceo,v2,2,nor,IMP,XXXCO
addenseo,v2,2,nor,TRA,XXXFO
addoceo,v2,2,nor,TRA,XXXFO
adfleo,v2,2,nor,INT,XXXFO
adfulgeo,v2,2,nor,DAT,XXXCO
adgaudeo,v2,2,nor,INT,DXXES
adhaereo,v2,2,nor,INT,XXXAO
adhereo,v2,2,nor,INT,DXXAW
adhibeo,v2,2,nor,TRA,XXXAO
adhorreo,v2,2,nor,INT,XXXFO
adimpleo,v2,2,nor,TRA,XXXEO
adjaceo,v2,2,nor,DAT,XXXCO
adluceo,v2,2,nor,nor,XXXDO
admisceo,v2,2,nor,TRA,XXXES
admoneo,v2,2,nor,TRA,XXXAO
admordeo,v2,2,nor,TRA,XXXDO
admoveo,v2,2,nor,TRA,XXXAO
adoleo,v2,2,nor,TRA,XEXBO
adpareo,v2,2,nor,INT,XXXAO
adpendeo,v2,2,nor,INT,XLXFO
adpertineo,v2,2,nor,INT,XXXFS
adrideo,v2,2,nor,nor,XXXCO
adsideo,v2,2,nor,nor,XXXBO
adsoleo,v2,2,nor,INT,XXXCO
adstrideo,v2,2,nor,INT,XXXFO
adstupeo,v2,2,nor,INT,XXXDO
adtineo,v2,2,nor,nor,XXXAO
adtondeo,v2,2,nor,TRA,XXXCO
adtorqueo,v2,2,nor,TRA,XXXEO
adurgeo,v2,2,nor,TRA,XXXEO
aegreo,v2,2,nor,INT,XBXEO
aequivaleo,v2,2,nor,TRA,XXXFS
affleo,v2,2,nor,INT,XXXFO
affulgeo,v2,2,nor,DAT,XXXCO
aggaudeo,v2,2,nor,INT,DXXES
albeo,v2,2,nor,INT,XXXCO
algeo,v2,2,nor,INT,XXXCO
alluceo,v2,2,nor,nor,XXXDO
ammisceo,v2,2,nor,TRA,XXXBO
ammoneo,v2,2,nor,TRA,XXXAO
ammordeo,v2,2,nor,TRA,XXXDO
ammoveo,v2,2,nor,TRA,XXXAO
amoveo,v2,2,nor,TRA,XXXAO
antehabeo,v2,2,nor,TRA,XXXEO
antepolleo,v2,2,nor,nor,XXXEO
appareo,v2,2,nor,INT,XXXAO
appendeo,v2,2,nor,INT,XLXFO
appertineo,v2,2,nor,INT,XXXFS
apsorbeo,v2,2,nor,TRA,XXXCO
apstergeo,v2,2,nor,TRA,XXXCO
apsterreo,v2,2,nor,TRA,XXXCO
apstineo,v2,2,nor,nor,XXXAO
areo,v2,2,nor,INT,XXXCO
arceo,v2,2,nor,TRA,XXXAO
ardeo,v2,2,nor,nor,XXXAO
arrideo,v2,2,nor,nor,XXXCO
assideo,v2,2,nor,nor,XXXBO
assoleo,v2,2,nor,INT,XXXCO
astrideo,v2,2,nor,INT,XXXFO
astupeo,v2,2,nor,INT,XXXDO
attineo,v2,2,nor,nor,XXXAO
attondeo,v2,2,nor,TRA,XAXCO
attorqueo,v2,2,nor,TRA,XXXFO
attorreo,v2,2,nor,TRA,XXXFS
auceo,v2,2,nor,TRA,DXXFS
audeo,v2,2,nor,SEM,XXXAO
augeo,v2,2,nor,TRA,XXXAO
aveo,v2,2,nor,INT,XXXBO
beneplaceo,v2,2,nor,INT,DXXES
caleo,v2,2,nor,INT,XXXAO
calleo,v2,2,nor,nor,XXXCO
calveo,v2,2,nor,INT,XBXNO
caneo,v2,2,nor,nor,XXXCO
candeo,v2,2,nor,nor,XXXCO
careo,v2,2,nor,nor,XXXAO
caveo,v2,2,nor,nor,XXXAO
censeo,v2,2,nor,TRA,XXXAO
ceveo,v2,2,nor,INT,XXXES
cieo,v2,2,nor,TRA,XXXAO
circumdoleo,v2,2,nor,INT,DXXES
circumfulgeo,v2,2,nor,TRA,XXXNO
circumjaceo,v2,2,nor,INT,XXXEO
circumluceo,v2,2,nor,TRA,XXXFO
circummulceo,v2,2,nor,TRA,XXXEO
circumpendeo,v2,2,nor,INT,XXXEO
circumsedeo,v2,2,nor,TRA,XXXCO
circumsideo,v2,2,nor,TRA,XXXCO
circumstupeo,v2,2,nor,INT,XXXFO
circumteneo,v2,2,nor,TRA,DXXFS
circumtergeo,v2,2,nor,TRA,XXXFO
circumtondeo,v2,2,nor,TRA,XXXFS
circumtorqueo,v2,2,nor,TRA,XXXFO
circumtueo,v2,2,nor,DEP,XXXFO
clareo,v2,2,nor,INT,XXXDO
claudeo,v2,2,nor,INT,XXXCO
clueo,v2,2,nor,INT,XXXCO
coerceo,v2,2,nor,TRA,XXXAO
cohaereo,v2,2,nor,INT,XXXAO
cohereo,v2,2,nor,INT,DXXAW
coherceo,v2,2,nor,TRA,XXXAO
cohibeo,v2,2,nor,TRA,XXXAO
coincideo,v2,2,nor,nor,GXXEK
colluceo,v2,2,nor,INT,XXXCO
collugeo,v2,2,nor,INT,DXXFS
commadeo,v2,2,nor,INT,XXXFO
commaneo,v2,2,nor,INT,DXXCS
commarceo,v2,2,nor,INT,DXXES
commereo,v2,2,nor,TRA,XXXCO
commisceo,v2,2,nor,TRA,XXXBO
commisereo,v2,2,nor,DEP,XXXEO
commoneo,v2,2,nor,nor,XXXCO
commordeo,v2,2,nor,TRA,XXXEO
commoveo,v2,2,nor,TRA,XXXAO
commulceo,v2,2,nor,TRA,DXXDS
compareo,v2,2,nor,nor,XXXBO
compleo,v2,2,nor,TRA,XXXAO
complaceo,v2,2,nor,INT,XXXCO
concaleo,v2,2,nor,INT,XXXFO
concubeo,v2,2,nor,DAT,EXXDW
condeceo,v2,2,nor,INT,XXXEO
condenseo,v2,2,nor,TRA,XXXFO
